,0
Person_1,0.4614124444679856
Person_2,0.2393692090946327
Person_3,1.5194211250141527
Person_4,2.276293409798807
Person_5,-0.20174798172085862
Person_6,0.09248275820813336
Person_7,2.150923223366662
Person_8,0.8426285551669003
Person_9,-0.27591646504904177
Person_10,1.0833208260294975
Person_11,-0.20174798172085862
Person_12,-0.27591646504904177
Person_13,0.5362594498993364
Person_14,-2.5868459957508168
Person_15,-2.2956495130715346
Person_16,-0.27591646504904177
Person_17,-0.893504733979666
Person_18,0.2393692090946327
Person_19,-1.708698079079309
Person_20,-1.9255821174962424
Person_21,1.7124081789968106
Person_22,-0.27591646504904177
Person_23,0.31306365626199567
Person_24,-2.4355973153994106
Person_25,-0.6551793593727332
Person_26,0.6878167229353194
Person_27,-1.8147336042309516
Person_28,0.4614124444679856
Person_29,-0.9755457408673792
Person_30,-0.27591646504904177
Person_31,-0.5778550492838223
Person_32,2.276293409798807
Person_33,-0.3505121844370215
Person_34,-1.0591637228183783
Person_35,1.2513939098478595
Person_36,-2.1649674228074085
Person_37,0.7647537888714189
Person_38,-2.0420103872838933
Person_39,-1.8147336042309516
Person_40,0.31306365626199567
Person_41,0.9215783592853728
Person_42,-0.20174798172085862
Person_43,-0.20174798172085862
Person_44,-0.425631971846981
Person_45,-1.508653717701331
Person_46,-1.3215466769202104
Person_47,-0.812866227100544
Person_48,1.9210726228153705
Person_49,0.6116910079310738
Person_50,-2.9354794098866845
Person_51,0.5362594498993364
Person_52,-0.3505121844370215
Person_53,-0.893504733979666
Person_54,1.5194211250141527
Person_55,2.150923223366662
Person_56,2.150923223366662
Person_57,-0.9755457408673792
Person_58,-0.5013772366994736
Person_59,0.5362594498993364
Person_60,1.8144883531346008
Person_61,-0.425631971846981
Person_62,-0.20174798172085862
Person_63,-1.6068461020298574
Person_64,-1.508653717701331
Person_65,1.2513939098478595
Person_66,2.032908076195027
Person_67,-0.20174798172085862
Person_68,1.427582288449319
Person_69,0.6878167229353194
Person_70,-1.0591637228183783
Person_71,0.8426285551669003
Person_72,2.5556735441393266
Person_73,-0.27591646504904177
Person_74,2.032908076195027
Person_75,-3.142584679369491
Person_76,1.0833208260294975
Person_77,-0.27591646504904177
Person_78,-0.20174798172085862
Person_79,0.01911372167109598
Person_80,-4.522186885765254
Person_81,0.01911372167109598
Person_82,1.001753697464979
Person_83,2.8907782495074525
Person_84,-0.893504733979666
Person_85,-1.0591637228183783
Person_86,-0.5778550492838223
Person_87,1.0833208260294975
Person_88,0.6116910079310738
Person_89,-0.7334723865371471
Person_90,1.001753697464979
Person_91,0.31306365626199567
Person_92,1.8144883531346008
Person_93,-0.893504733979666
Person_94,-0.425631971846981
Person_95,-0.5013772366994736
Person_96,-2.2956495130715346
Person_97,0.8426285551669003
Person_98,0.5362594498993364
Person_99,0.2393692090946327
Person_100,-0.27591646504904177
Person_101,-1.8147336042309516
Person_102,-0.812866227100544
Person_103,-0.812866227100544
Person_104,-0.6551793593727332
Person_105,-0.12791350154923134
Person_106,0.7647537888714189
Person_107,2.8907782495074525
Person_108,-0.20174798172085862
Person_109,0.5362594498993364
Person_110,0.09248275820813336
Person_111,-2.9354794098866845
Person_112,0.4614124444679856
Person_113,0.2393692090946327
Person_114,3.9586528445163958
Person_115,-0.27591646504904177
Person_116,0.6116910079310738
Person_117,0.01911372167109598
Person_118,-1.1445530134804047
Person_119,1.427582288449319
Person_120,0.7647537888714189
Person_121,0.9215783592853728
Person_122,-1.9255821174962424
Person_123,2.032908076195027
Person_124,-1.9255821174962424
Person_125,0.8426285551669003
Person_126,3.322557192763636
Person_127,-1.3215466769202104
Person_128,-1.6068461020298574
Person_129,0.5362594498993364
Person_130,-1.231931738229222
Person_131,-2.5868459957508168
Person_132,0.01911372167109598
Person_133,-1.508653717701331
Person_134,0.4614124444679856
Person_135,-1.1445530134804047
Person_136,2.7144523249971044
Person_137,-0.425631971846981
Person_138,-0.812866227100544
Person_139,1.2513939098478595
Person_140,-1.9255821174962424
Person_141,0.3870466215897968
Person_142,1.8144883531346008
Person_143,-1.6068461020298574
Person_144,0.6878167229353194
Person_145,0.7647537888714189
Person_146,1.0833208260294975
Person_147,-1.9255821174962424
Person_148,-1.508653717701331
Person_149,0.8426285551669003
Person_150,0.31306365626199567
Person_151,0.3870466215897968
Person_152,0.4614124444679856
Person_153,-0.5778550492838223
Person_154,0.5362594498993364
Person_155,0.8426285551669003
Person_156,-0.893504733979666
Person_157,2.5556735441393266
Person_158,1.338343331902402
Person_159,-1.708698079079309
Person_160,1.2513939098478595
Person_161,-1.4136793480521304
Person_162,1.5194211250141527
Person_163,1.427582288449319
Person_164,-1.1445530134804047
Person_165,1.5194211250141527
Person_166,0.7647537888714189
Person_167,1.7124081789968106
Person_168,2.5556735441393266
