,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11
Item_1,-0.017419121808147395,-0.009975519018787052,-0.12030830820115641,-0.010097788592255342,-0.055124275573175965,0.17084282590664224,0.015515848854660572,-0.12551503667178637,0.1301678810534097,0.030595670794504762,-0.05927138805340528
Item_2,-0.11626865294837381,-0.012679239558702976,-0.05546824283713791,-0.1397958265438142,0.08510825403681611,-0.05699551957308008,0.02993510085193961,0.021958060027013972,0.05152572721624007,0.11995117186116158,0.1352976422078521
Item_3,-0.057406297128905145,-0.12563561164558582,0.04550409993548897,0.019645974215185946,-0.17007277506863466,-0.025878751661584546,-0.06205440929977925,-0.016408475260364645,-0.11327678772626255,0.12798499392072546,-0.026616657220947717
Item_4,-0.037486759153085525,0.13616550910619335,0.21452888315532775,0.047072903335501015,-0.04260606653323771,0.07868210948394605,-0.033430631608345515,0.025555192478822406,0.07186290715580321,-0.0027359875821398017,0.06871149568800843
Item_5,-0.14474605012689376,-0.05547595847630161,0.038434993023047904,0.05977915842454948,0.07842126601363848,-0.05273247361764782,0.05456781200030618,-0.16073465164947282,-0.06136510785209539,-0.1228646403543105,0.011572839229381134
Item_6,0.20355857695199928,-0.12402025565769102,-0.009802540564353937,-0.02725371320402559,-0.05267485274079488,0.013729792381168173,0.022712703509641687,-0.005094280987440542,0.0021110883258416042,-0.08837045630009718,0.13458913440165404
Item_7,0.11769668773511498,-0.040493956435485846,0.06663674596233198,-0.03584568372002496,0.18921241625194976,0.017362328525190276,-0.13063441977613607,-0.0342423331443244,-0.019645896938809856,0.060130165118290384,-0.08142246204165948
Item_8,-0.010118747584861339,0.14520502477755406,-0.1686379643383939,0.06893116632959212,-0.012681625597562347,-0.024157927075727725,-0.14928301352628928,0.027339649097483425,-0.0736428673274612,-0.04301587306521226,0.043494677747539574
Item_9,0.09386277257813282,0.1347111954607743,-0.010677759136106142,-0.010001414475520469,0.009884375974207724,0.009004298559416177,0.19650403598196442,-0.01098187008564254,-0.11761584287172938,0.06790108682971223,-0.03790712324108136
Item_10,0.008912570792006469,-0.0685124453925729,-0.03443635049433192,0.19768024122298355,0.037535897801106374,-0.09371421127398265,0.06341159875808552,0.10418395171719246,0.11343087097495852,0.03773754332730533,-0.0372711897873995
Item_11,0.01983328022419771,0.054856333458420545,0.01865136967927521,-0.14442924536114032,-0.08848346144902677,-0.17031439167939122,-0.012258649620085686,-0.006816619709486504,0.08542585526792552,-0.07176003593506358,-0.1017235933167813
Item_12,-0.09565722206255961,-0.06871617716949634,-0.011059797559409683,-0.07967001871902403,0.023594823806452413,0.12058198726504019,0.028135746234918903,0.18087214993290013,-0.05267614234898555,-0.09544089809013127,-0.06225985549253221
