facet_element,item,1,2,3,4,5
Rater_1,Item_1,-0.5535343980049575,0.7700667944199593,-0.38112408165801254,-0.22635180793772625,-0.09788424016368093
Rater_1,Item_2,0.05337765779315157,0.8622028754705852,-0.4529368950233222,0.3583247011211821,-0.7848714923155998
Rater_1,Item_3,-0.1686656719759837,0.4729042464822061,-0.31449358567750463,-0.3868206146576587,0.0069191000537293795
Rater_1,Item_4,0.9695507967811676,0.11379910657395298,0.8947221850391284,0.5560296670561473,0.022133216414090252
Rater_1,Item_5,0.23171034882297328,-0.7666247507841162,-0.747361035818876,0.2538235719437316,0.5330363935432105
Rater_1,Item_6,-0.2091561349231691,0.29078032388942743,0.10340081249237199,0.4039177389950116,-0.06131116504331116
Rater_1,Item_7,-0.2632682258252475,-0.026401290822026163,-0.1720068790015589,0.036949866952173976,0.5028752956370967
Rater_1,Item_8,-0.10631102843736275,-0.26367759264991475,0.013147104877895832,0.3940057362164845,0.22408749219418295
Rater_2,Item_1,-0.5961165884808357,-0.6259922709852225,-0.13365862871701217,-0.48021433788038503,0.3724538752130391
Rater_2,Item_2,-0.3996953423762317,-0.4373804721879173,0.4956709019603013,-0.7969502397714725,-0.1985966173093666
Rater_2,Item_3,-0.7347079793334801,-0.27446710959778625,-0.6005849401937826,-0.6064019811585302,-0.3490995313567279
Rater_2,Item_4,-0.606911153904071,0.10754210628027475,0.4215672564432875,0.0019068420290168364,-0.17148252616307735
Rater_2,Item_5,-0.1499707365277544,0.6936838889848256,0.351457158079708,-0.9975827636142278,-0.31931165842138987
Rater_2,Item_6,-0.20271116128218197,-0.0809536944550387,0.05907680437081135,-0.24166848280142927,-0.9559630299476789
Rater_2,Item_7,-0.3134418502330142,0.16230908964296042,-0.6895950364645166,0.3157659848187838,-0.7924239189191749
Rater_2,Item_8,0.6323399959020429,-0.5446539078908527,0.857807982951929,0.6887656504891041,0.6725144519262646
Rater_3,Item_1,0.421671746834485,0.4596674581910225,-0.07127746920680247,0.4095716862810944,-0.6194180775356493
Rater_3,Item_2,-0.10985060776764241,0.09683738497204263,0.3450954278005961,-0.36908683019650174,-0.06246625227127839
Rater_3,Item_3,-0.060466439147231266,-0.004601971084983114,-0.23928462826737795,0.1093293972253314,0.004094105729158998
Rater_3,Item_4,-0.21612838883641694,-0.17471328589144866,0.01976159291164345,-0.08543582791428866,-0.08944163187674554
Rater_3,Item_5,0.08382511462409947,-0.1263311839268107,0.6031306015779173,0.4460999409158968,0.10190136220071551
Rater_3,Item_6,-0.06989130808623656,0.2966085295198137,0.4713027300095883,0.05773908817689727,0.22921421102415165
Rater_3,Item_7,-0.11279195307612212,0.3011127703574039,-0.3553593412674414,0.15313386431848058,-0.44586223773446326
Rater_3,Item_8,0.20324792568797748,0.5979629790955788,-0.1747518717955467,0.21187122036651762,-0.844325190319595
Rater_4,Item_1,0.301684721432955,-0.5738805664196591,0.46251148964812716,-0.49813781126001333,0.7120893817967087
Rater_4,Item_2,0.2594229237763739,0.19677770362001432,0.20947905633185976,0.0817912281208637,0.8306702438965733
Rater_4,Item_3,-0.5649127719053078,0.41617035442925887,-0.34137794266695565,0.28346336850973186,-0.35524707207346184
Rater_4,Item_4,0.22454970289916926,0.08378226138998121,0.14665962567141394,0.16402858633374007,0.416749439668829
Rater_4,Item_5,0.25585210695919336,0.1276308948787598,-0.02978536466137882,0.4891240626259101,-0.4422715392784878
Rater_4,Item_6,-0.42370359048416667,-0.39373210665451225,0.17141177918908918,-0.238689143721232,0.17937206830705563
Rater_4,Item_7,0.06594665828702753,-0.08021591146799714,0.5312585177504838,0.19518257749008472,-0.33890372207329633
Rater_4,Item_8,-0.2209753306183716,-0.16711231495299403,-0.12314873814867255,-0.44101313298837064,0.49792194467507644
Rater_5,Item_1,-0.07214369040282997,-0.06627882862565057,0.049756932016090605,0.09781381346415127,0.6317572031119023
Rater_5,Item_2,0.22522001777603076,0.05341719971062503,-0.3306200479486089,0.6072082539255468,0.3671283268449743
Rater_5,Item_3,0.5289474174889097,-0.2676672282999047,0.7908795959599908,0.3107562865071119,-0.4547802497107377
Rater_5,Item_4,0.25407353351455014,0.23304630976472088,-0.7473568561268958,0.07882394246423308,0.5202571597734771
Rater_5,Item_5,-0.42149121106620746,0.08569536726017496,-0.22707533006540243,-0.4676544869375613,0.7886046812328478
Rater_5,Item_6,0.5318520071038788,-0.3365261397231332,0.9708997046936048,0.4288857472260015,-0.4732826926107665
Rater_5,Item_7,0.3252486535312856,-0.46613370135546073,0.9383433165450055,0.055416741422162186,0.1539418473091882
Rater_5,Item_8,-0.6876994896359337,0.67927176923958,-0.481398251187019,-0.2789334783055529,-0.735688629994014
Rater_6,Item_1,0.3798123024303598,-0.33484648273105366,0.38948886780858494,0.23098132369067967,-0.8996531204935465
Rater_6,Item_2,-1.137266370513021,-0.6771830189825481,-0.04099217820172962,0.09257127629349599,-0.26760619777673256
Rater_6,Item_3,0.26543582992072917,-0.4339540663797307,0.6999896460928351,0.8266950625506878,0.47516369761625477
Rater_6,Item_4,0.4000183775175944,0.4740153281022364,-0.61054573264184,-0.2738903385460172,-0.49363930208090295
Rater_6,Item_5,-0.14996481656472554,0.4625468034262606,0.009588841018542876,0.2954232761098269,-0.36829466027793367
Rater_6,Item_6,0.45951956033539276,-0.17225795034972136,-0.33144546009324255,0.1366901507823229,0.7023136457709082
Rater_6,Item_7,-0.0129937376583035,-0.6136579548359296,0.06753948899872106,-0.9475050270760078,0.5395527139557559
Rater_6,Item_8,0.22412650892940153,-0.3880875896659499,-0.2693890299030602,-0.373752984669983,0.6749426115776688
Rater_7,Item_1,-0.04621791003944873,0.46715806016259304,-0.07928918560234535,0.12227516523690153,-0.5976203055469769
Rater_7,Item_2,0.5933578451472702,-0.17831696422253526,-0.07661401940001412,-0.06368483323374646,0.2724285258917024
Rater_7,Item_3,0.4922232007129988,-0.20420306099272784,0.29600887409066773,0.016318215486223336,0.07609487987450525
Rater_7,Item_4,-0.42578107426543604,-0.543592047154025,-0.10161506714052726,-0.11689265832762735,-0.027438108300226943
Rater_7,Item_5,-0.015733703016170192,0.3080518433051614,-0.26565673748880675,-0.32554878377308966,-0.2577262990979025
Rater_7,Item_6,0.2609955778448736,0.01683663206208666,-0.846487540257898,-0.2389535012691429,-0.22327507677699288
Rater_7,Item_7,-0.5241344062022559,0.22340317896708253,0.0030348289931156625,0.10555630226059559,0.15104688864023552
Rater_7,Item_8,0.14543548216128432,-0.16466179354518357,0.7578868212738622,0.1289586425315276,-0.3032558499905238
Rater_8,Item_1,0.1648438162302721,-0.09589416401198897,-0.23640792428863003,0.34406196840529774,0.49827528361820334
Rater_8,Item_2,0.5154338761640689,0.08364529161973339,-0.14908224551908225,0.08982644374063259,-0.1566865369602728
Rater_8,Item_3,0.24214641423936484,0.2958188354436677,-0.2911370193378724,-0.5533397344628974,0.5968550698672791
Rater_8,Item_4,-0.5993717937065575,-0.29387977906569257,-0.023193004156210506,-0.324570213095204,-0.17713824743544354
Rater_8,Item_5,0.16577289676859117,-0.7846528631442555,0.30570186735829585,0.3063151827295132,-0.035938279901059966
Rater_8,Item_6,-0.3469049505083909,0.37924440571107776,-0.598158830404325,-0.30792159738842917,0.6029320392766342
Rater_8,Item_7,0.8354348611766302,0.4995838195139667,-0.323214895553809,0.08549968981372719,0.22977313318465814
Rater_8,Item_8,-0.19016406398903807,0.2509584503697362,-0.5801540180693885,-0.3299016536397272,-0.18619683006906018
