,Person,Group,Item,Threshold,Response
0,Person_3,Group_1,Item_1,Threshold_1,1.0
1,Person_33,Group_2,Item_1,Threshold_1,0.0
2,Person_44,Group_2,Item_1,Threshold_1,1.0
3,Person_56,Group_1,Item_1,Threshold_1,1.0
4,Person_64,Group_2,Item_1,Threshold_1,1.0
5,Person_80,Group_2,Item_1,Threshold_1,1.0
6,Person_88,Group_2,Item_1,Threshold_1,1.0
7,Person_96,Group_1,Item_1,Threshold_1,1.0
8,Person_107,Group_1,Item_1,Threshold_1,1.0
9,Person_123,Group_1,Item_1,Threshold_1,1.0
10,Person_127,Group_1,Item_1,Threshold_1,1.0
11,Person_131,Group_2,Item_1,Threshold_1,1.0
12,Person_147,Group_2,Item_1,Threshold_1,1.0
13,Person_171,Group_1,Item_1,Threshold_1,1.0
14,Person_183,Group_2,Item_1,Threshold_1,1.0
15,Person_195,Group_1,Item_1,Threshold_1,1.0
16,Person_200,Group_2,Item_1,Threshold_1,1.0
17,Person_211,Group_2,Item_1,Threshold_1,0.0
18,Person_218,Group_2,Item_1,Threshold_1,1.0
19,Person_220,Group_1,Item_1,Threshold_1,1.0
20,Person_227,Group_1,Item_1,Threshold_1,0.0
21,Person_241,Group_2,Item_1,Threshold_1,1.0
22,Person_243,Group_1,Item_1,Threshold_1,1.0
23,Person_254,Group_2,Item_1,Threshold_1,1.0
24,Person_260,Group_1,Item_1,Threshold_1,1.0
25,Person_262,Group_1,Item_1,Threshold_1,1.0
26,Person_264,Group_2,Item_1,Threshold_1,1.0
27,Person_274,Group_2,Item_1,Threshold_1,1.0
28,Person_278,Group_2,Item_1,Threshold_1,1.0
29,Person_279,Group_2,Item_1,Threshold_1,1.0
30,Person_287,Group_1,Item_1,Threshold_1,1.0
31,Person_288,Group_2,Item_1,Threshold_1,1.0
32,Person_292,Group_1,Item_1,Threshold_1,0.0
33,Person_311,Group_2,Item_1,Threshold_1,0.0
34,Person_317,Group_2,Item_1,Threshold_1,1.0
35,Person_320,Group_2,Item_1,Threshold_1,1.0
36,Person_325,Group_1,Item_1,Threshold_1,0.0
37,Person_326,Group_2,Item_1,Threshold_1,1.0
38,Person_333,Group_2,Item_1,Threshold_1,0.0
39,Person_3,Group_2,Item_1,Threshold_2,0.0
40,Person_16,Group_2,Item_1,Threshold_2,1.0
41,Person_25,Group_1,Item_1,Threshold_2,1.0
42,Person_44,Group_2,Item_1,Threshold_2,0.0
43,Person_47,Group_1,Item_1,Threshold_2,1.0
44,Person_48,Group_1,Item_1,Threshold_2,1.0
45,Person_51,Group_2,Item_1,Threshold_2,1.0
46,Person_56,Group_2,Item_1,Threshold_2,0.0
47,Person_57,Group_2,Item_1,Threshold_2,1.0
48,Person_63,Group_1,Item_1,Threshold_2,1.0
49,Person_64,Group_1,Item_1,Threshold_2,0.0
50,Person_80,Group_1,Item_1,Threshold_2,0.0
51,Person_87,Group_1,Item_1,Threshold_2,1.0
52,Person_88,Group_2,Item_1,Threshold_2,0.0
53,Person_94,Group_2,Item_1,Threshold_2,1.0
54,Person_96,Group_1,Item_1,Threshold_2,0.0
55,Person_104,Group_1,Item_1,Threshold_2,1.0
56,Person_107,Group_2,Item_1,Threshold_2,0.0
57,Person_119,Group_2,Item_1,Threshold_2,1.0
58,Person_123,Group_2,Item_1,Threshold_2,0.0
59,Person_127,Group_1,Item_1,Threshold_2,0.0
60,Person_129,Group_2,Item_1,Threshold_2,1.0
61,Person_130,Group_2,Item_1,Threshold_2,1.0
62,Person_131,Group_1,Item_1,Threshold_2,0.0
63,Person_133,Group_1,Item_1,Threshold_2,1.0
64,Person_146,Group_2,Item_1,Threshold_2,1.0
65,Person_147,Group_1,Item_1,Threshold_2,0.0
66,Person_158,Group_1,Item_1,Threshold_2,1.0
67,Person_162,Group_1,Item_1,Threshold_2,1.0
68,Person_171,Group_2,Item_1,Threshold_2,0.0
69,Person_179,Group_1,Item_1,Threshold_2,1.0
70,Person_183,Group_1,Item_1,Threshold_2,0.0
71,Person_185,Group_2,Item_1,Threshold_2,1.0
72,Person_188,Group_1,Item_1,Threshold_2,1.0
73,Person_195,Group_2,Item_1,Threshold_2,0.0
74,Person_200,Group_1,Item_1,Threshold_2,0.0
75,Person_213,Group_1,Item_1,Threshold_2,1.0
76,Person_216,Group_2,Item_1,Threshold_2,1.0
77,Person_218,Group_1,Item_1,Threshold_2,0.0
78,Person_220,Group_1,Item_1,Threshold_2,0.0
79,Person_228,Group_2,Item_1,Threshold_2,1.0
80,Person_229,Group_1,Item_1,Threshold_2,1.0
81,Person_233,Group_1,Item_1,Threshold_2,1.0
82,Person_241,Group_1,Item_1,Threshold_2,0.0
83,Person_242,Group_2,Item_1,Threshold_2,1.0
84,Person_243,Group_1,Item_1,Threshold_2,0.0
85,Person_244,Group_1,Item_1,Threshold_2,1.0
86,Person_248,Group_1,Item_1,Threshold_2,1.0
87,Person_254,Group_1,Item_1,Threshold_2,0.0
88,Person_260,Group_2,Item_1,Threshold_2,0.0
89,Person_262,Group_1,Item_1,Threshold_2,0.0
90,Person_264,Group_2,Item_1,Threshold_2,0.0
91,Person_270,Group_2,Item_1,Threshold_2,1.0
92,Person_274,Group_2,Item_1,Threshold_2,0.0
93,Person_278,Group_1,Item_1,Threshold_2,0.0
94,Person_279,Group_2,Item_1,Threshold_2,0.0
95,Person_284,Group_1,Item_1,Threshold_2,1.0
96,Person_285,Group_1,Item_1,Threshold_2,1.0
97,Person_287,Group_2,Item_1,Threshold_2,0.0
98,Person_288,Group_1,Item_1,Threshold_2,0.0
99,Person_293,Group_1,Item_1,Threshold_2,1.0
100,Person_310,Group_1,Item_1,Threshold_2,1.0
101,Person_317,Group_1,Item_1,Threshold_2,0.0
102,Person_320,Group_2,Item_1,Threshold_2,0.0
103,Person_321,Group_1,Item_1,Threshold_2,1.0
104,Person_326,Group_1,Item_1,Threshold_2,0.0
105,Person_335,Group_2,Item_1,Threshold_2,1.0
106,Person_336,Group_1,Item_1,Threshold_2,1.0
107,Person_1,Group_1,Item_1,Threshold_3,1.0
108,Person_14,Group_1,Item_1,Threshold_3,1.0
109,Person_15,Group_2,Item_1,Threshold_3,1.0
110,Person_16,Group_1,Item_1,Threshold_3,0.0
111,Person_20,Group_1,Item_1,Threshold_3,1.0
112,Person_25,Group_1,Item_1,Threshold_3,0.0
113,Person_35,Group_1,Item_1,Threshold_3,1.0
114,Person_40,Group_1,Item_1,Threshold_3,1.0
115,Person_43,Group_2,Item_1,Threshold_3,1.0
116,Person_45,Group_1,Item_1,Threshold_3,1.0
117,Person_47,Group_2,Item_1,Threshold_3,0.0
118,Person_48,Group_2,Item_1,Threshold_3,0.0
119,Person_51,Group_1,Item_1,Threshold_3,0.0
120,Person_52,Group_1,Item_1,Threshold_3,1.0
121,Person_54,Group_2,Item_1,Threshold_3,1.0
122,Person_57,Group_1,Item_1,Threshold_3,0.0
123,Person_63,Group_1,Item_1,Threshold_3,0.0
124,Person_66,Group_1,Item_1,Threshold_3,1.0
125,Person_67,Group_1,Item_1,Threshold_3,1.0
126,Person_71,Group_2,Item_1,Threshold_3,1.0
127,Person_84,Group_2,Item_1,Threshold_3,1.0
128,Person_85,Group_1,Item_1,Threshold_3,1.0
129,Person_87,Group_1,Item_1,Threshold_3,0.0
130,Person_89,Group_2,Item_1,Threshold_3,1.0
131,Person_93,Group_1,Item_1,Threshold_3,1.0
132,Person_94,Group_2,Item_1,Threshold_3,0.0
133,Person_99,Group_2,Item_1,Threshold_3,1.0
134,Person_103,Group_1,Item_1,Threshold_3,1.0
135,Person_104,Group_2,Item_1,Threshold_3,0.0
136,Person_109,Group_2,Item_1,Threshold_3,1.0
137,Person_110,Group_2,Item_1,Threshold_3,1.0
138,Person_115,Group_2,Item_1,Threshold_3,1.0
139,Person_119,Group_2,Item_1,Threshold_3,0.0
140,Person_121,Group_2,Item_1,Threshold_3,1.0
141,Person_122,Group_1,Item_1,Threshold_3,1.0
142,Person_129,Group_1,Item_1,Threshold_3,0.0
143,Person_130,Group_1,Item_1,Threshold_3,0.0
144,Person_132,Group_1,Item_1,Threshold_3,1.0
145,Person_133,Group_2,Item_1,Threshold_3,0.0
146,Person_137,Group_1,Item_1,Threshold_3,1.0
147,Person_139,Group_1,Item_1,Threshold_3,1.0
148,Person_140,Group_1,Item_1,Threshold_3,1.0
149,Person_146,Group_2,Item_1,Threshold_3,0.0
150,Person_149,Group_2,Item_1,Threshold_3,1.0
151,Person_151,Group_1,Item_1,Threshold_3,1.0
152,Person_152,Group_2,Item_1,Threshold_3,1.0
153,Person_153,Group_1,Item_1,Threshold_3,1.0
154,Person_158,Group_2,Item_1,Threshold_3,0.0
155,Person_162,Group_2,Item_1,Threshold_3,0.0
156,Person_177,Group_1,Item_1,Threshold_3,1.0
157,Person_178,Group_1,Item_1,Threshold_3,1.0
158,Person_179,Group_1,Item_1,Threshold_3,0.0
159,Person_185,Group_2,Item_1,Threshold_3,0.0
160,Person_188,Group_2,Item_1,Threshold_3,0.0
161,Person_189,Group_2,Item_1,Threshold_3,1.0
