,Person,Group,Item,Threshold,Response
0,Person_2,Group_2,Item_1,Threshold_1,0.0
1,Person_7,Group_2,Item_1,Threshold_1,0.0
2,Person_16,Group_2,Item_1,Threshold_1,1.0
3,Person_19,Group_2,Item_1,Threshold_1,0.0
4,Person_22,Group_1,Item_1,Threshold_1,0.0
5,Person_23,Group_1,Item_1,Threshold_1,1.0
6,Person_25,Group_1,Item_1,Threshold_1,1.0
7,Person_26,Group_2,Item_1,Threshold_1,0.0
8,Person_28,Group_2,Item_1,Threshold_1,1.0
9,Person_29,Group_1,Item_1,Threshold_1,1.0
10,Person_39,Group_2,Item_1,Threshold_1,0.0
11,Person_40,Group_1,Item_1,Threshold_1,1.0
12,Person_44,Group_1,Item_1,Threshold_1,1.0
13,Person_45,Group_2,Item_1,Threshold_1,1.0
14,Person_53,Group_1,Item_1,Threshold_1,1.0
15,Person_55,Group_1,Item_1,Threshold_1,0.0
16,Person_58,Group_1,Item_1,Threshold_1,1.0
17,Person_59,Group_2,Item_1,Threshold_1,1.0
18,Person_61,Group_2,Item_1,Threshold_1,0.0
19,Person_68,Group_2,Item_1,Threshold_1,1.0
20,Person_71,Group_1,Item_1,Threshold_1,0.0
21,Person_74,Group_1,Item_1,Threshold_1,1.0
22,Person_76,Group_1,Item_1,Threshold_1,1.0
23,Person_77,Group_2,Item_1,Threshold_1,1.0
24,Person_78,Group_1,Item_1,Threshold_1,1.0
25,Person_81,Group_1,Item_1,Threshold_1,1.0
26,Person_84,Group_2,Item_1,Threshold_1,1.0
27,Person_86,Group_2,Item_1,Threshold_1,1.0
28,Person_88,Group_2,Item_1,Threshold_1,1.0
29,Person_92,Group_1,Item_1,Threshold_1,1.0
30,Person_99,Group_1,Item_1,Threshold_1,0.0
31,Person_101,Group_2,Item_1,Threshold_1,1.0
32,Person_102,Group_1,Item_1,Threshold_1,0.0
33,Person_105,Group_2,Item_1,Threshold_1,1.0
34,Person_106,Group_2,Item_1,Threshold_1,1.0
35,Person_109,Group_2,Item_1,Threshold_1,1.0
36,Person_118,Group_1,Item_1,Threshold_1,1.0
37,Person_119,Group_2,Item_1,Threshold_1,1.0
38,Person_130,Group_2,Item_1,Threshold_1,1.0
39,Person_131,Group_1,Item_1,Threshold_1,1.0
40,Person_132,Group_1,Item_1,Threshold_1,0.0
41,Person_133,Group_1,Item_1,Threshold_1,0.0
42,Person_138,Group_1,Item_1,Threshold_1,1.0
43,Person_144,Group_2,Item_1,Threshold_1,1.0
44,Person_148,Group_1,Item_1,Threshold_1,1.0
45,Person_150,Group_1,Item_1,Threshold_1,0.0
46,Person_151,Group_1,Item_1,Threshold_1,1.0
47,Person_152,Group_2,Item_1,Threshold_1,1.0
48,Person_156,Group_1,Item_1,Threshold_1,1.0
49,Person_165,Group_1,Item_1,Threshold_1,0.0
50,Person_167,Group_2,Item_1,Threshold_1,1.0
51,Person_168,Group_1,Item_1,Threshold_1,1.0
52,Person_172,Group_2,Item_1,Threshold_1,0.0
53,Person_177,Group_2,Item_1,Threshold_1,0.0
54,Person_189,Group_2,Item_1,Threshold_1,0.0
55,Person_190,Group_2,Item_1,Threshold_1,0.0
56,Person_4,Group_1,Item_1,Threshold_2,1.0
57,Person_16,Group_2,Item_1,Threshold_2,0.0
58,Person_18,Group_2,Item_1,Threshold_2,1.0
59,Person_23,Group_1,Item_1,Threshold_2,0.0
60,Person_25,Group_1,Item_1,Threshold_2,0.0
61,Person_28,Group_2,Item_1,Threshold_2,0.0
62,Person_29,Group_2,Item_1,Threshold_2,0.0
63,Person_35,Group_2,Item_1,Threshold_2,1.0
64,Person_40,Group_1,Item_1,Threshold_2,0.0
65,Person_44,Group_1,Item_1,Threshold_2,0.0
66,Person_45,Group_2,Item_1,Threshold_2,0.0
67,Person_53,Group_2,Item_1,Threshold_2,0.0
68,Person_58,Group_2,Item_1,Threshold_2,0.0
69,Person_59,Group_1,Item_1,Threshold_2,0.0
70,Person_60,Group_2,Item_1,Threshold_2,1.0
71,Person_64,Group_2,Item_1,Threshold_2,1.0
72,Person_68,Group_2,Item_1,Threshold_2,0.0
73,Person_74,Group_1,Item_1,Threshold_2,0.0
74,Person_76,Group_2,Item_1,Threshold_2,0.0
75,Person_77,Group_1,Item_1,Threshold_2,0.0
76,Person_78,Group_1,Item_1,Threshold_2,0.0
77,Person_81,Group_1,Item_1,Threshold_2,0.0
78,Person_84,Group_1,Item_1,Threshold_2,0.0
79,Person_86,Group_1,Item_1,Threshold_2,0.0
80,Person_88,Group_1,Item_1,Threshold_2,0.0
81,Person_92,Group_1,Item_1,Threshold_2,0.0
82,Person_94,Group_2,Item_1,Threshold_2,1.0
83,Person_96,Group_1,Item_1,Threshold_2,1.0
84,Person_98,Group_1,Item_1,Threshold_2,1.0
85,Person_100,Group_1,Item_1,Threshold_2,1.0
86,Person_101,Group_1,Item_1,Threshold_2,0.0
87,Person_104,Group_1,Item_1,Threshold_2,1.0
88,Person_105,Group_1,Item_1,Threshold_2,0.0
89,Person_106,Group_2,Item_1,Threshold_2,0.0
90,Person_107,Group_1,Item_1,Threshold_2,1.0
91,Person_109,Group_2,Item_1,Threshold_2,0.0
92,Person_111,Group_2,Item_1,Threshold_2,1.0
93,Person_118,Group_1,Item_1,Threshold_2,0.0
94,Person_119,Group_1,Item_1,Threshold_2,0.0
95,Person_122,Group_1,Item_1,Threshold_2,1.0
96,Person_130,Group_1,Item_1,Threshold_2,0.0
97,Person_131,Group_1,Item_1,Threshold_2,0.0
98,Person_134,Group_2,Item_1,Threshold_2,1.0
99,Person_138,Group_2,Item_1,Threshold_2,0.0
100,Person_144,Group_2,Item_1,Threshold_2,0.0
101,Person_148,Group_2,Item_1,Threshold_2,0.0
102,Person_151,Group_1,Item_1,Threshold_2,0.0
103,Person_152,Group_2,Item_1,Threshold_2,0.0
104,Person_156,Group_1,Item_1,Threshold_2,0.0
105,Person_159,Group_2,Item_1,Threshold_2,1.0
106,Person_167,Group_2,Item_1,Threshold_2,0.0
107,Person_168,Group_2,Item_1,Threshold_2,0.0
108,Person_183,Group_2,Item_1,Threshold_2,1.0
109,Person_184,Group_2,Item_1,Threshold_2,1.0
110,Person_3,Group_2,Item_1,Threshold_3,1.0
111,Person_4,Group_2,Item_1,Threshold_3,0.0
112,Person_6,Group_1,Item_1,Threshold_3,1.0
113,Person_11,Group_1,Item_1,Threshold_3,1.0
114,Person_12,Group_1,Item_1,Threshold_3,1.0
115,Person_17,Group_1,Item_1,Threshold_3,1.0
116,Person_18,Group_2,Item_1,Threshold_3,0.0
117,Person_21,Group_2,Item_1,Threshold_3,1.0
118,Person_24,Group_1,Item_1,Threshold_3,1.0
119,Person_27,Group_2,Item_1,Threshold_3,1.0
120,Person_30,Group_1,Item_1,Threshold_3,1.0
121,Person_34,Group_1,Item_1,Threshold_3,1.0
122,Person_35,Group_1,Item_1,Threshold_3,0.0
123,Person_36,Group_2,Item_1,Threshold_3,1.0
124,Person_47,Group_2,Item_1,Threshold_3,1.0
125,Person_60,Group_1,Item_1,Threshold_3,0.0
126,Person_64,Group_2,Item_1,Threshold_3,0.0
127,Person_75,Group_1,Item_1,Threshold_3,1.0
128,Person_82,Group_2,Item_1,Threshold_3,1.0
129,Person_83,Group_2,Item_1,Threshold_3,1.0
130,Person_91,Group_1,Item_1,Threshold_3,1.0
131,Person_94,Group_2,Item_1,Threshold_3,0.0
132,Person_96,Group_1,Item_1,Threshold_3,0.0
133,Person_98,Group_2,Item_1,Threshold_3,0.0
134,Person_100,Group_1,Item_1,Threshold_3,0.0
135,Person_104,Group_1,Item_1,Threshold_3,0.0
136,Person_107,Group_2,Item_1,Threshold_3,0.0
137,Person_110,Group_2,Item_1,Threshold_3,1.0
138,Person_111,Group_2,Item_1,Threshold_3,0.0
139,Person_114,Group_1,Item_1,Threshold_3,1.0
140,Person_117,Group_2,Item_1,Threshold_3,1.0
141,Person_121,Group_1,Item_1,Threshold_3,1.0
142,Person_122,Group_2,Item_1,Threshold_3,0.0
143,Person_126,Group_2,Item_1,Threshold_3,1.0
144,Person_134,Group_1,Item_1,Threshold_3,0.0
145,Person_143,Group_1,Item_1,Threshold_3,1.0
146,Person_146,Group_2,Item_1,Threshold_3,1.0
147,Person_154,Group_1,Item_1,Threshold_3,1.0
148,Person_159,Group_2,Item_1,Threshold_3,0.0
149,Person_160,Group_2,Item_1,Threshold_3,1.0
150,Person_170,Group_2,Item_1,Threshold_3,1.0
151,Person_174,Group_2,Item_1,Threshold_3,1.0
152,Person_175,Group_2,Item_1,Threshold_3,1.0
153,Person_180,Group_2,Item_1,Threshold_3,1.0
154,Person_182,Group_1,Item_1,Threshold_3,1.0
155,Person_183,Group_2,Item_1,Threshold_3,0.0
156,Person_184,Group_1,Item_1,Threshold_3,0.0
157,Person_186,Group_2,Item_1,Threshold_3,1.0
158,Person_187,Group_2,Item_1,Threshold_3,1.0
159,Person_188,Group_2,Item_1,Threshold_3,1.0
160,Person_3,Group_2,Item_1,Threshold_4,0.0
161,Person_6,Group_2,Item_1,Threshold_4,0.0
162,Person_8,Group_2,Item_1,Threshold_4,1.0
163,Person_10,Group_2,Item_1,Threshold_4,1.0
164,Person_11,Group_1,Item_1,Threshold_4,0.0
165,Person_12,Group_2,Item_1,Threshold_4,0.0
166,Person_14,Group_1,Item_1,Threshold_4,1.0
167,Person_15,Group_2,Item_1,Threshold_4,1.0
168,Person_17,Group_1,Item_1,Threshold_4,0.0
169,Person_21,Group_1,Item_1,Threshold_4,0.0
170,Person_24,Group_2,Item_1,Threshold_4,0.0
171,Person_27,Group_1,Item_1,Threshold_4,0.0
172,Person_30,Group_1,Item_1,Threshold_4,0.0
173,Person_33,Group_1,Item_1,Threshold_4,1.0
174,Person_34,Group_1,Item_1,Threshold_4,0.0
175,Person_36,Group_2,Item_1,Threshold_4,0.0
176,Person_38,Group_1,Item_1,Threshold_4,1.0
177,Person_42,Group_2,Item_1,Threshold_4,1.0
178,Person_47,Group_1,Item_1,Threshold_4,0.0
179,Person_75,Group_1,Item_1,Threshold_4,0.0
180,Person_82,Group_1,Item_1,Threshold_4,0.0
181,Person_83,Group_2,Item_1,Threshold_4,0.0
182,Person_89,Group_2,Item_1,Threshold_4,1.0
183,Person_91,Group_1,Item_1,Threshold_4,0.0
184,Person_93,Group_1,Item_1,Threshold_4,1.0
185,Person_95,Group_2,Item_1,Threshold_4,1.0
186,Person_103,Group_2,Item_1,Threshold_4,1.0
187,Person_108,Group_2,Item_1,Threshold_4,1.0
188,Person_110,Group_2,Item_1,Threshold_4,0.0
189,Person_113,Group_1,Item_1,Threshold_4,1.0
190,Person_114,Group_1,Item_1,Threshold_4,0.0
191,Person_117,Group_1,Item_1,Threshold_4,0.0
192,Person_121,Group_1,Item_1,Threshold_4,0.0
193,Person_126,Group_2,Item_1,Threshold_4,0.0
194,Person_128,Group_2,Item_1,Threshold_4,1.0
195,Person_137,Group_1,Item_1,Threshold_4,1.0
196,Person_143,Group_2,Item_1,Threshold_4,0.0
197,Person_146,Group_2,Item_1,Threshold_4,0.0
198,Person_154,Group_2,Item_1,Threshold_4,0.0
199,Person_155,Group_2,Item_1,Threshold_4,1.0
200,Person_160,Group_2,Item_1,Threshold_4,0.0
201,Person_164,Group_1,Item_1,Threshold_4,1.0
202,Person_166,Group_1,Item_1,Threshold_4,1.0
203,Person_170,Group_2,Item_1,Threshold_4,0.0
204,Person_174,Group_1,Item_1,Threshold_4,0.0
205,Person_175,Group_1,Item_1,Threshold_4,0.0
206,Person_178,Group_1,Item_1,Threshold_4,1.0
207,Person_180,Group_2,Item_1,Threshold_4,0.0
208,Person_182,Group_1,Item_1,Threshold_4,0.0
209,Person_186,Group_1,Item_1,Threshold_4,0.0
210,Person_187,Group_2,Item_1,Threshold_4,0.0
211,Person_188,Group_2,Item_1,Threshold_4,0.0
212,Person_8,Group_1,Item_1,Threshold_5,0.0
213,Person_9,Group_1,Item_1,Threshold_5,1.0
214,Person_10,Group_2,Item_1,Threshold_5,0.0
215,Person_14,Group_1,Item_1,Threshold_5,0.0
216,Person_15,Group_2,Item_1,Threshold_5,0.0
217,Person_20,Group_2,Item_1,Threshold_5,1.0
