,Person,Group,Item,Threshold,Response
0,Person_9,Group_2,Item_1,Threshold_1,1.0
1,Person_10,Group_2,Item_1,Threshold_1,1.0
2,Person_18,Group_2,Item_1,Threshold_1,0.0
3,Person_24,Group_1,Item_1,Threshold_1,1.0
4,Person_43,Group_2,Item_1,Threshold_1,1.0
5,Person_60,Group_2,Item_1,Threshold_1,1.0
6,Person_64,Group_1,Item_1,Threshold_1,1.0
7,Person_84,Group_2,Item_1,Threshold_1,1.0
8,Person_91,Group_2,Item_1,Threshold_1,1.0
9,Person_100,Group_2,Item_1,Threshold_1,1.0
10,Person_124,Group_1,Item_1,Threshold_1,1.0
11,Person_138,Group_1,Item_1,Threshold_1,0.0
12,Person_147,Group_1,Item_1,Threshold_1,1.0
13,Person_170,Group_2,Item_1,Threshold_1,1.0
14,Person_175,Group_2,Item_1,Threshold_1,1.0
15,Person_180,Group_2,Item_1,Threshold_1,1.0
16,Person_191,Group_2,Item_1,Threshold_1,1.0
17,Person_217,Group_2,Item_1,Threshold_1,1.0
18,Person_232,Group_2,Item_1,Threshold_1,1.0
19,Person_234,Group_1,Item_1,Threshold_1,1.0
20,Person_279,Group_1,Item_1,Threshold_1,0.0
21,Person_302,Group_2,Item_1,Threshold_1,1.0
22,Person_303,Group_1,Item_1,Threshold_1,1.0
23,Person_304,Group_2,Item_1,Threshold_1,1.0
24,Person_335,Group_1,Item_1,Threshold_1,1.0
25,Person_336,Group_2,Item_1,Threshold_1,1.0
26,Person_356,Group_1,Item_1,Threshold_1,1.0
27,Person_371,Group_1,Item_1,Threshold_1,1.0
28,Person_405,Group_1,Item_1,Threshold_1,1.0
29,Person_430,Group_1,Item_1,Threshold_1,0.0
30,Person_487,Group_1,Item_1,Threshold_1,1.0
31,Person_497,Group_1,Item_1,Threshold_1,1.0
32,Person_507,Group_1,Item_1,Threshold_1,1.0
33,Person_513,Group_1,Item_1,Threshold_1,1.0
34,Person_541,Group_1,Item_1,Threshold_1,1.0
35,Person_555,Group_1,Item_1,Threshold_1,1.0
36,Person_592,Group_2,Item_1,Threshold_1,1.0
37,Person_9,Group_1,Item_1,Threshold_2,0.0
38,Person_10,Group_2,Item_1,Threshold_2,0.0
39,Person_24,Group_2,Item_1,Threshold_2,0.0
40,Person_35,Group_2,Item_1,Threshold_2,1.0
41,Person_43,Group_2,Item_1,Threshold_2,0.0
42,Person_60,Group_2,Item_1,Threshold_2,0.0
43,Person_64,Group_2,Item_1,Threshold_2,0.0
44,Person_84,Group_1,Item_1,Threshold_2,0.0
45,Person_90,Group_2,Item_1,Threshold_2,1.0
46,Person_91,Group_1,Item_1,Threshold_2,0.0
47,Person_95,Group_1,Item_1,Threshold_2,1.0
48,Person_100,Group_2,Item_1,Threshold_2,0.0
49,Person_106,Group_2,Item_1,Threshold_2,1.0
50,Person_120,Group_2,Item_1,Threshold_2,1.0
51,Person_122,Group_1,Item_1,Threshold_2,1.0
52,Person_123,Group_2,Item_1,Threshold_2,1.0
53,Person_124,Group_2,Item_1,Threshold_2,0.0
54,Person_129,Group_1,Item_1,Threshold_2,1.0
55,Person_136,Group_1,Item_1,Threshold_2,1.0
56,Person_147,Group_2,Item_1,Threshold_2,0.0
57,Person_148,Group_2,Item_1,Threshold_2,1.0
58,Person_161,Group_1,Item_1,Threshold_2,1.0
59,Person_162,Group_2,Item_1,Threshold_2,1.0
60,Person_170,Group_1,Item_1,Threshold_2,0.0
61,Person_175,Group_2,Item_1,Threshold_2,0.0
62,Person_180,Group_1,Item_1,Threshold_2,0.0
63,Person_187,Group_2,Item_1,Threshold_2,1.0
64,Person_191,Group_1,Item_1,Threshold_2,0.0
65,Person_195,Group_1,Item_1,Threshold_2,1.0
66,Person_214,Group_2,Item_1,Threshold_2,1.0
67,Person_217,Group_2,Item_1,Threshold_2,0.0
68,Person_222,Group_1,Item_1,Threshold_2,1.0
69,Person_224,Group_2,Item_1,Threshold_2,1.0
70,Person_232,Group_1,Item_1,Threshold_2,0.0
71,Person_234,Group_2,Item_1,Threshold_2,0.0
72,Person_237,Group_1,Item_1,Threshold_2,1.0
73,Person_240,Group_1,Item_1,Threshold_2,1.0
74,Person_246,Group_2,Item_1,Threshold_2,1.0
75,Person_248,Group_1,Item_1,Threshold_2,1.0
76,Person_256,Group_2,Item_1,Threshold_2,1.0
77,Person_286,Group_1,Item_1,Threshold_2,1.0
78,Person_296,Group_2,Item_1,Threshold_2,1.0
79,Person_302,Group_1,Item_1,Threshold_2,0.0
80,Person_303,Group_2,Item_1,Threshold_2,0.0
81,Person_304,Group_2,Item_1,Threshold_2,0.0
82,Person_307,Group_2,Item_1,Threshold_2,1.0
83,Person_313,Group_1,Item_1,Threshold_2,1.0
84,Person_331,Group_2,Item_1,Threshold_2,1.0
85,Person_335,Group_2,Item_1,Threshold_2,0.0
86,Person_336,Group_2,Item_1,Threshold_2,0.0
87,Person_343,Group_1,Item_1,Threshold_2,1.0
88,Person_348,Group_2,Item_1,Threshold_2,1.0
89,Person_350,Group_2,Item_1,Threshold_2,1.0
90,Person_353,Group_1,Item_1,Threshold_2,1.0
91,Person_356,Group_2,Item_1,Threshold_2,0.0
92,Person_371,Group_1,Item_1,Threshold_2,0.0
93,Person_400,Group_1,Item_1,Threshold_2,1.0
94,Person_405,Group_1,Item_1,Threshold_2,0.0
95,Person_412,Group_1,Item_1,Threshold_2,1.0
96,Person_422,Group_1,Item_1,Threshold_2,1.0
97,Person_437,Group_2,Item_1,Threshold_2,1.0
98,Person_442,Group_1,Item_1,Threshold_2,1.0
99,Person_446,Group_1,Item_1,Threshold_2,1.0
100,Person_448,Group_1,Item_1,Threshold_2,1.0
101,Person_460,Group_2,Item_1,Threshold_2,1.0
102,Person_478,Group_1,Item_1,Threshold_2,1.0
103,Person_486,Group_2,Item_1,Threshold_2,1.0
104,Person_487,Group_1,Item_1,Threshold_2,0.0
105,Person_497,Group_2,Item_1,Threshold_2,0.0
106,Person_498,Group_2,Item_1,Threshold_2,1.0
107,Person_503,Group_2,Item_1,Threshold_2,1.0
108,Person_505,Group_1,Item_1,Threshold_2,1.0
109,Person_507,Group_1,Item_1,Threshold_2,0.0
110,Person_513,Group_2,Item_1,Threshold_2,0.0
