,Person,Group,Item,Threshold,Response
0,Person_10,Group_1,Item_1,Threshold_1,1.0
1,Person_11,Group_2,Item_1,Threshold_1,1.0
2,Person_12,Group_2,Item_1,Threshold_1,1.0
3,Person_23,Group_1,Item_1,Threshold_1,0.0
4,Person_26,Group_1,Item_1,Threshold_1,1.0
5,Person_28,Group_2,Item_1,Threshold_1,1.0
6,Person_33,Group_1,Item_1,Threshold_1,1.0
7,Person_34,Group_1,Item_1,Threshold_1,1.0
8,Person_43,Group_1,Item_1,Threshold_1,1.0
9,Person_46,Group_1,Item_1,Threshold_1,0.0
10,Person_47,Group_1,Item_1,Threshold_1,1.0
11,Person_56,Group_1,Item_1,Threshold_1,0.0
12,Person_57,Group_1,Item_1,Threshold_1,0.0
13,Person_59,Group_2,Item_1,Threshold_1,1.0
14,Person_71,Group_1,Item_1,Threshold_1,1.0
15,Person_72,Group_2,Item_1,Threshold_1,1.0
16,Person_77,Group_1,Item_1,Threshold_1,1.0
17,Person_84,Group_1,Item_1,Threshold_1,1.0
18,Person_88,Group_1,Item_1,Threshold_1,1.0
19,Person_94,Group_1,Item_1,Threshold_1,0.0
20,Person_99,Group_1,Item_1,Threshold_1,1.0
21,Person_105,Group_1,Item_1,Threshold_1,1.0
22,Person_106,Group_1,Item_1,Threshold_1,1.0
23,Person_110,Group_2,Item_1,Threshold_1,1.0
24,Person_114,Group_2,Item_1,Threshold_1,1.0
25,Person_118,Group_2,Item_1,Threshold_1,0.0
26,Person_121,Group_2,Item_1,Threshold_1,1.0
27,Person_122,Group_1,Item_1,Threshold_1,0.0
28,Person_124,Group_2,Item_1,Threshold_1,1.0
29,Person_126,Group_1,Item_1,Threshold_1,0.0
30,Person_136,Group_1,Item_1,Threshold_1,1.0
31,Person_143,Group_2,Item_1,Threshold_1,1.0
32,Person_147,Group_1,Item_1,Threshold_1,1.0
33,Person_148,Group_2,Item_1,Threshold_1,0.0
34,Person_151,Group_1,Item_1,Threshold_1,1.0
35,Person_154,Group_1,Item_1,Threshold_1,1.0
36,Person_156,Group_2,Item_1,Threshold_1,0.0
37,Person_160,Group_2,Item_1,Threshold_1,0.0
38,Person_161,Group_2,Item_1,Threshold_1,0.0
39,Person_164,Group_1,Item_1,Threshold_1,1.0
40,Person_169,Group_1,Item_1,Threshold_1,1.0
41,Person_174,Group_2,Item_1,Threshold_1,1.0
42,Person_181,Group_1,Item_1,Threshold_1,1.0
43,Person_182,Group_1,Item_1,Threshold_1,1.0
44,Person_190,Group_1,Item_1,Threshold_1,1.0
45,Person_204,Group_1,Item_1,Threshold_1,1.0
46,Person_206,Group_1,Item_1,Threshold_1,1.0
47,Person_208,Group_2,Item_1,Threshold_1,1.0
48,Person_209,Group_1,Item_1,Threshold_1,1.0
49,Person_213,Group_1,Item_1,Threshold_1,1.0
50,Person_220,Group_2,Item_1,Threshold_1,1.0
51,Person_222,Group_1,Item_1,Threshold_1,0.0
52,Person_225,Group_1,Item_1,Threshold_1,1.0
53,Person_226,Group_2,Item_1,Threshold_1,0.0
54,Person_228,Group_1,Item_1,Threshold_1,1.0
55,Person_232,Group_1,Item_1,Threshold_1,1.0
56,Person_240,Group_1,Item_1,Threshold_1,1.0
57,Person_241,Group_1,Item_1,Threshold_1,1.0
58,Person_252,Group_1,Item_1,Threshold_1,1.0
59,Person_261,Group_2,Item_1,Threshold_1,1.0
