,Person,Group,Item,Threshold,Response
0,Person_1,Group_1,Item_1,Threshold_1,0.0
1,Person_2,Group_2,Item_1,Threshold_1,1.0
2,Person_3,Group_1,Item_1,Threshold_1,0.0
3,Person_4,Group_1,Item_1,Threshold_1,1.0
4,Person_9,Group_1,Item_1,Threshold_1,0.0
5,Person_11,Group_1,Item_1,Threshold_1,0.0
6,Person_12,Group_2,Item_1,Threshold_1,0.0
7,Person_17,Group_1,Item_1,Threshold_1,0.0
8,Person_18,Group_1,Item_1,Threshold_1,0.0
9,Person_20,Group_1,Item_1,Threshold_1,1.0
10,Person_24,Group_2,Item_1,Threshold_1,0.0
11,Person_26,Group_1,Item_1,Threshold_1,0.0
12,Person_30,Group_2,Item_1,Threshold_1,0.0
13,Person_31,Group_1,Item_1,Threshold_1,1.0
14,Person_33,Group_2,Item_1,Threshold_1,0.0
15,Person_35,Group_2,Item_1,Threshold_1,0.0
16,Person_36,Group_2,Item_1,Threshold_1,0.0
17,Person_37,Group_1,Item_1,Threshold_1,0.0
18,Person_40,Group_1,Item_1,Threshold_1,0.0
19,Person_41,Group_2,Item_1,Threshold_1,0.0
20,Person_42,Group_1,Item_1,Threshold_1,1.0
21,Person_44,Group_1,Item_1,Threshold_1,0.0
22,Person_46,Group_2,Item_1,Threshold_1,1.0
23,Person_47,Group_2,Item_1,Threshold_1,0.0
24,Person_51,Group_2,Item_1,Threshold_1,0.0
25,Person_55,Group_2,Item_1,Threshold_1,0.0
26,Person_58,Group_2,Item_1,Threshold_1,0.0
27,Person_59,Group_1,Item_1,Threshold_1,0.0
28,Person_61,Group_1,Item_1,Threshold_1,0.0
29,Person_62,Group_1,Item_1,Threshold_1,0.0
30,Person_63,Group_1,Item_1,Threshold_1,0.0
31,Person_68,Group_1,Item_1,Threshold_1,0.0
32,Person_70,Group_1,Item_1,Threshold_1,0.0
33,Person_72,Group_2,Item_1,Threshold_1,1.0
34,Person_73,Group_2,Item_1,Threshold_1,1.0
35,Person_74,Group_2,Item_1,Threshold_1,0.0
36,Person_75,Group_2,Item_1,Threshold_1,0.0
37,Person_79,Group_1,Item_1,Threshold_1,0.0
38,Person_80,Group_2,Item_1,Threshold_1,0.0
39,Person_81,Group_2,Item_1,Threshold_1,1.0
40,Person_84,Group_1,Item_1,Threshold_1,0.0
41,Person_86,Group_2,Item_1,Threshold_1,0.0
42,Person_87,Group_2,Item_1,Threshold_1,0.0
43,Person_89,Group_2,Item_1,Threshold_1,0.0
44,Person_92,Group_1,Item_1,Threshold_1,0.0
45,Person_98,Group_2,Item_1,Threshold_1,0.0
46,Person_99,Group_1,Item_1,Threshold_1,0.0
47,Person_101,Group_2,Item_1,Threshold_1,0.0
48,Person_102,Group_2,Item_1,Threshold_1,0.0
49,Person_105,Group_1,Item_1,Threshold_1,1.0
50,Person_106,Group_2,Item_1,Threshold_1,0.0
51,Person_107,Group_2,Item_1,Threshold_1,0.0
52,Person_108,Group_2,Item_1,Threshold_1,0.0
53,Person_109,Group_1,Item_1,Threshold_1,0.0
54,Person_111,Group_1,Item_1,Threshold_1,0.0
55,Person_112,Group_2,Item_1,Threshold_1,0.0
56,Person_113,Group_2,Item_1,Threshold_1,1.0
57,Person_116,Group_2,Item_1,Threshold_1,0.0
58,Person_117,Group_2,Item_1,Threshold_1,1.0
59,Person_120,Group_1,Item_1,Threshold_1,0.0
60,Person_121,Group_1,Item_1,Threshold_1,0.0
61,Person_123,Group_2,Item_1,Threshold_1,0.0
62,Person_124,Group_2,Item_1,Threshold_1,0.0
63,Person_125,Group_1,Item_1,Threshold_1,0.0
64,Person_126,Group_1,Item_1,Threshold_1,1.0
