,Person,Group,Item,Threshold,Response
0,Person_2,Group_1,Item_1,Threshold_1,0.0
1,Person_7,Group_2,Item_1,Threshold_1,0.0
2,Person_16,Group_2,Item_1,Threshold_1,1.0
3,Person_23,Group_1,Item_1,Threshold_1,1.0
4,Person_26,Group_2,Item_1,Threshold_1,0.0
5,Person_29,Group_2,Item_1,Threshold_1,1.0
6,Person_39,Group_1,Item_1,Threshold_1,0.0
7,Person_40,Group_2,Item_1,Threshold_1,1.0
8,Person_44,Group_2,Item_1,Threshold_1,1.0
9,Person_53,Group_1,Item_1,Threshold_1,1.0
10,Person_58,Group_1,Item_1,Threshold_1,1.0
11,Person_68,Group_2,Item_1,Threshold_1,1.0
12,Person_71,Group_1,Item_1,Threshold_1,0.0
13,Person_74,Group_2,Item_1,Threshold_1,1.0
14,Person_77,Group_1,Item_1,Threshold_1,1.0
15,Person_81,Group_1,Item_1,Threshold_1,1.0
16,Person_86,Group_1,Item_1,Threshold_1,1.0
17,Person_88,Group_2,Item_1,Threshold_1,1.0
18,Person_92,Group_1,Item_1,Threshold_1,1.0
19,Person_101,Group_2,Item_1,Threshold_1,1.0
20,Person_102,Group_2,Item_1,Threshold_1,0.0
21,Person_105,Group_1,Item_1,Threshold_1,1.0
22,Person_109,Group_2,Item_1,Threshold_1,1.0
23,Person_118,Group_2,Item_1,Threshold_1,1.0
24,Person_119,Group_2,Item_1,Threshold_1,1.0
25,Person_131,Group_1,Item_1,Threshold_1,1.0
26,Person_132,Group_1,Item_1,Threshold_1,0.0
27,Person_133,Group_1,Item_1,Threshold_1,0.0
28,Person_150,Group_1,Item_1,Threshold_1,0.0
29,Person_151,Group_1,Item_1,Threshold_1,1.0
30,Person_152,Group_1,Item_1,Threshold_1,1.0
31,Person_156,Group_1,Item_1,Threshold_1,1.0
32,Person_167,Group_2,Item_1,Threshold_1,1.0
33,Person_168,Group_2,Item_1,Threshold_1,1.0
34,Person_172,Group_1,Item_1,Threshold_1,0.0
35,Person_189,Group_2,Item_1,Threshold_1,0.0
36,Person_190,Group_2,Item_1,Threshold_1,0.0
37,Person_16,Group_1,Item_1,Threshold_2,0.0
38,Person_23,Group_1,Item_1,Threshold_2,0.0
39,Person_29,Group_1,Item_1,Threshold_2,0.0
40,Person_35,Group_2,Item_1,Threshold_2,1.0
41,Person_40,Group_2,Item_1,Threshold_2,0.0
42,Person_44,Group_2,Item_1,Threshold_2,0.0
43,Person_53,Group_2,Item_1,Threshold_2,0.0
44,Person_58,Group_2,Item_1,Threshold_2,0.0
45,Person_68,Group_2,Item_1,Threshold_2,0.0
46,Person_74,Group_1,Item_1,Threshold_2,0.0
47,Person_77,Group_1,Item_1,Threshold_2,0.0
48,Person_81,Group_2,Item_1,Threshold_2,0.0
49,Person_86,Group_1,Item_1,Threshold_2,0.0
50,Person_88,Group_2,Item_1,Threshold_2,0.0
51,Person_92,Group_2,Item_1,Threshold_2,0.0
52,Person_94,Group_2,Item_1,Threshold_2,1.0
53,Person_96,Group_2,Item_1,Threshold_2,1.0
54,Person_98,Group_1,Item_1,Threshold_2,1.0
55,Person_100,Group_1,Item_1,Threshold_2,1.0
56,Person_101,Group_1,Item_1,Threshold_2,0.0
57,Person_104,Group_1,Item_1,Threshold_2,1.0
58,Person_105,Group_2,Item_1,Threshold_2,0.0
59,Person_109,Group_1,Item_1,Threshold_2,0.0
60,Person_111,Group_1,Item_1,Threshold_2,1.0
61,Person_118,Group_2,Item_1,Threshold_2,0.0
62,Person_119,Group_2,Item_1,Threshold_2,0.0
63,Person_122,Group_1,Item_1,Threshold_2,1.0
64,Person_131,Group_1,Item_1,Threshold_2,0.0
65,Person_134,Group_2,Item_1,Threshold_2,1.0
66,Person_151,Group_1,Item_1,Threshold_2,0.0
67,Person_152,Group_2,Item_1,Threshold_2,0.0
68,Person_156,Group_1,Item_1,Threshold_2,0.0
69,Person_159,Group_1,Item_1,Threshold_2,1.0
70,Person_167,Group_1,Item_1,Threshold_2,0.0
71,Person_168,Group_2,Item_1,Threshold_2,0.0
72,Person_3,Group_2,Item_1,Threshold_3,1.0
73,Person_6,Group_1,Item_1,Threshold_3,1.0
74,Person_12,Group_1,Item_1,Threshold_3,1.0
75,Person_17,Group_2,Item_1,Threshold_3,1.0
76,Person_24,Group_1,Item_1,Threshold_3,1.0
77,Person_27,Group_2,Item_1,Threshold_3,1.0
78,Person_30,Group_1,Item_1,Threshold_3,1.0
79,Person_34,Group_2,Item_1,Threshold_3,1.0
80,Person_35,Group_1,Item_1,Threshold_3,0.0
81,Person_36,Group_1,Item_1,Threshold_3,1.0
82,Person_75,Group_2,Item_1,Threshold_3,1.0
83,Person_82,Group_2,Item_1,Threshold_3,1.0
84,Person_91,Group_1,Item_1,Threshold_3,1.0
85,Person_94,Group_2,Item_1,Threshold_3,0.0
86,Person_96,Group_1,Item_1,Threshold_3,0.0
87,Person_98,Group_1,Item_1,Threshold_3,0.0
88,Person_100,Group_1,Item_1,Threshold_3,0.0
