,Person,Group,Item,Threshold,Response
0,Person_1,Group_1,Item_1,Threshold_1,1.0
1,Person_10,Group_2,Item_1,Threshold_1,0.0
2,Person_11,Group_1,Item_1,Threshold_1,1.0
3,Person_15,Group_1,Item_1,Threshold_1,0.0
4,Person_16,Group_2,Item_1,Threshold_1,0.0
5,Person_18,Group_1,Item_1,Threshold_1,0.0
6,Person_20,Group_1,Item_1,Threshold_1,1.0
7,Person_21,Group_2,Item_1,Threshold_1,1.0
8,Person_22,Group_1,Item_1,Threshold_1,0.0
9,Person_23,Group_1,Item_1,Threshold_1,0.0
10,Person_24,Group_2,Item_1,Threshold_1,0.0
11,Person_30,Group_2,Item_1,Threshold_1,0.0
12,Person_31,Group_1,Item_1,Threshold_1,0.0
13,Person_32,Group_2,Item_1,Threshold_1,1.0
14,Person_33,Group_1,Item_1,Threshold_1,0.0
15,Person_34,Group_2,Item_1,Threshold_1,1.0
16,Person_35,Group_1,Item_1,Threshold_1,0.0
17,Person_36,Group_2,Item_1,Threshold_1,0.0
18,Person_41,Group_1,Item_1,Threshold_1,1.0
19,Person_42,Group_2,Item_1,Threshold_1,0.0
20,Person_43,Group_2,Item_1,Threshold_1,0.0
21,Person_47,Group_1,Item_1,Threshold_1,0.0
22,Person_49,Group_1,Item_1,Threshold_1,0.0
23,Person_50,Group_1,Item_1,Threshold_1,1.0
24,Person_52,Group_2,Item_1,Threshold_1,0.0
25,Person_53,Group_2,Item_1,Threshold_1,0.0
26,Person_54,Group_2,Item_1,Threshold_1,1.0
27,Person_57,Group_1,Item_1,Threshold_1,0.0
28,Person_59,Group_1,Item_1,Threshold_1,0.0
29,Person_60,Group_1,Item_1,Threshold_1,0.0
30,Person_68,Group_1,Item_1,Threshold_1,0.0
31,Person_69,Group_1,Item_1,Threshold_1,1.0
32,Person_73,Group_2,Item_1,Threshold_1,0.0
33,Person_74,Group_2,Item_1,Threshold_1,0.0
34,Person_75,Group_1,Item_1,Threshold_1,0.0
35,Person_78,Group_2,Item_1,Threshold_1,0.0
36,Person_79,Group_2,Item_1,Threshold_1,1.0
37,Person_83,Group_2,Item_1,Threshold_1,0.0
38,Person_85,Group_1,Item_1,Threshold_1,0.0
39,Person_86,Group_2,Item_1,Threshold_1,0.0
40,Person_91,Group_2,Item_1,Threshold_1,0.0
41,Person_93,Group_2,Item_1,Threshold_1,0.0
42,Person_95,Group_2,Item_1,Threshold_1,0.0
43,Person_98,Group_2,Item_1,Threshold_1,0.0
44,Person_99,Group_1,Item_1,Threshold_1,0.0
45,Person_101,Group_2,Item_1,Threshold_1,1.0
46,Person_103,Group_2,Item_1,Threshold_1,0.0
47,Person_105,Group_2,Item_1,Threshold_1,1.0
48,Person_108,Group_1,Item_1,Threshold_1,0.0
