,Person,Group,Item,Threshold,Response
0,Person_4,Group_1,Item_1,Threshold_1,1.0
1,Person_7,Group_2,Item_1,Threshold_1,0.0
2,Person_13,Group_2,Item_1,Threshold_1,0.0
3,Person_21,Group_1,Item_1,Threshold_1,0.0
4,Person_22,Group_2,Item_1,Threshold_1,1.0
5,Person_23,Group_2,Item_1,Threshold_1,0.0
6,Person_30,Group_1,Item_1,Threshold_1,0.0
7,Person_31,Group_2,Item_1,Threshold_1,1.0
8,Person_33,Group_1,Item_1,Threshold_1,0.0
9,Person_34,Group_2,Item_1,Threshold_1,0.0
10,Person_43,Group_1,Item_1,Threshold_1,1.0
11,Person_50,Group_2,Item_1,Threshold_1,0.0
12,Person_52,Group_2,Item_1,Threshold_1,0.0
13,Person_55,Group_2,Item_1,Threshold_1,1.0
14,Person_56,Group_1,Item_1,Threshold_1,0.0
15,Person_60,Group_2,Item_1,Threshold_1,0.0
16,Person_63,Group_2,Item_1,Threshold_1,0.0
17,Person_64,Group_1,Item_1,Threshold_1,0.0
18,Person_69,Group_1,Item_1,Threshold_1,0.0
19,Person_71,Group_1,Item_1,Threshold_1,0.0
20,Person_72,Group_1,Item_1,Threshold_1,1.0
21,Person_73,Group_2,Item_1,Threshold_1,0.0
22,Person_79,Group_1,Item_1,Threshold_1,0.0
23,Person_81,Group_2,Item_1,Threshold_1,1.0
24,Person_85,Group_1,Item_1,Threshold_1,0.0
25,Person_95,Group_1,Item_1,Threshold_1,0.0
26,Person_97,Group_2,Item_1,Threshold_1,0.0
27,Person_100,Group_1,Item_1,Threshold_1,1.0
28,Person_102,Group_1,Item_1,Threshold_1,0.0
29,Person_113,Group_2,Item_1,Threshold_1,1.0
30,Person_119,Group_1,Item_1,Threshold_1,1.0
31,Person_129,Group_2,Item_1,Threshold_1,0.0
32,Person_136,Group_2,Item_1,Threshold_1,0.0
33,Person_145,Group_2,Item_1,Threshold_1,1.0
34,Person_146,Group_1,Item_1,Threshold_1,0.0
35,Person_151,Group_1,Item_1,Threshold_1,1.0
36,Person_153,Group_1,Item_1,Threshold_1,1.0
37,Person_163,Group_2,Item_1,Threshold_1,1.0
38,Person_165,Group_2,Item_1,Threshold_1,1.0
39,Person_177,Group_2,Item_1,Threshold_1,0.0
40,Person_183,Group_2,Item_1,Threshold_1,1.0
41,Person_185,Group_2,Item_1,Threshold_1,1.0
42,Person_186,Group_1,Item_1,Threshold_1,0.0
43,Person_187,Group_1,Item_1,Threshold_1,0.0
44,Person_188,Group_2,Item_1,Threshold_1,0.0
45,Person_189,Group_1,Item_1,Threshold_1,0.0
46,Person_190,Group_2,Item_1,Threshold_1,0.0
47,Person_191,Group_1,Item_1,Threshold_1,0.0
