,Person,Group,Item,Threshold,Response
0,Person_4,Group_2,Item_1,Threshold_1,0.0
1,Person_24,Group_1,Item_1,Threshold_1,1.0
2,Person_29,Group_1,Item_1,Threshold_1,1.0
3,Person_39,Group_2,Item_1,Threshold_1,1.0
4,Person_42,Group_2,Item_1,Threshold_1,0.0
5,Person_46,Group_2,Item_1,Threshold_1,1.0
6,Person_65,Group_1,Item_1,Threshold_1,1.0
7,Person_68,Group_2,Item_1,Threshold_1,1.0
8,Person_71,Group_1,Item_1,Threshold_1,1.0
9,Person_77,Group_1,Item_1,Threshold_1,1.0
10,Person_82,Group_1,Item_1,Threshold_1,1.0
11,Person_94,Group_2,Item_1,Threshold_1,1.0
12,Person_101,Group_2,Item_1,Threshold_1,1.0
13,Person_125,Group_2,Item_1,Threshold_1,0.0
14,Person_144,Group_1,Item_1,Threshold_1,1.0
15,Person_154,Group_1,Item_1,Threshold_1,0.0
16,Person_159,Group_2,Item_1,Threshold_1,0.0
17,Person_161,Group_2,Item_1,Threshold_1,1.0
18,Person_168,Group_1,Item_1,Threshold_1,1.0
19,Person_169,Group_2,Item_1,Threshold_1,1.0
20,Person_170,Group_2,Item_1,Threshold_1,1.0
21,Person_176,Group_1,Item_1,Threshold_1,0.0
22,Person_204,Group_2,Item_1,Threshold_1,1.0
23,Person_213,Group_1,Item_1,Threshold_1,1.0
24,Person_215,Group_1,Item_1,Threshold_1,1.0
25,Person_218,Group_2,Item_1,Threshold_1,1.0
26,Person_227,Group_1,Item_1,Threshold_1,0.0
27,Person_230,Group_1,Item_1,Threshold_1,1.0
28,Person_251,Group_1,Item_1,Threshold_1,0.0
29,Person_252,Group_2,Item_1,Threshold_1,1.0
30,Person_270,Group_1,Item_1,Threshold_1,0.0
31,Person_280,Group_2,Item_1,Threshold_1,1.0
32,Person_285,Group_2,Item_1,Threshold_1,1.0
33,Person_287,Group_1,Item_1,Threshold_1,1.0
34,Person_293,Group_1,Item_1,Threshold_1,0.0
35,Person_294,Group_1,Item_1,Threshold_1,1.0
36,Person_311,Group_2,Item_1,Threshold_1,0.0
37,Person_317,Group_2,Item_1,Threshold_1,1.0
38,Person_321,Group_2,Item_1,Threshold_1,1.0
39,Person_330,Group_1,Item_1,Threshold_1,1.0
40,Person_338,Group_2,Item_1,Threshold_1,0.0
41,Person_347,Group_1,Item_1,Threshold_1,1.0
42,Person_350,Group_2,Item_1,Threshold_1,1.0
43,Person_357,Group_1,Item_1,Threshold_1,0.0
44,Person_403,Group_2,Item_1,Threshold_1,1.0
45,Person_419,Group_2,Item_1,Threshold_1,0.0
46,Person_422,Group_1,Item_1,Threshold_1,1.0
47,Person_441,Group_2,Item_1,Threshold_1,0.0
48,Person_447,Group_2,Item_1,Threshold_1,1.0
49,Person_450,Group_2,Item_1,Threshold_1,1.0
50,Person_478,Group_1,Item_1,Threshold_1,1.0
51,Person_487,Group_1,Item_1,Threshold_1,1.0
52,Person_488,Group_1,Item_1,Threshold_1,1.0
53,Person_501,Group_2,Item_1,Threshold_1,1.0
54,Person_511,Group_1,Item_1,Threshold_1,1.0
55,Person_517,Group_2,Item_1,Threshold_1,1.0
56,Person_518,Group_1,Item_1,Threshold_1,1.0
57,Person_520,Group_1,Item_1,Threshold_1,1.0
58,Person_538,Group_2,Item_1,Threshold_1,1.0
59,Person_549,Group_1,Item_1,Threshold_1,1.0
60,Person_555,Group_1,Item_1,Threshold_1,1.0
61,Person_558,Group_2,Item_1,Threshold_1,1.0
62,Person_580,Group_2,Item_1,Threshold_1,1.0
63,Person_587,Group_2,Item_1,Threshold_1,0.0
64,Person_601,Group_1,Item_1,Threshold_1,1.0
65,Person_617,Group_2,Item_1,Threshold_1,1.0
66,Person_620,Group_1,Item_1,Threshold_1,1.0
67,Person_633,Group_2,Item_1,Threshold_1,0.0
68,Person_639,Group_1,Item_1,Threshold_1,1.0
69,Person_641,Group_1,Item_1,Threshold_1,0.0
70,Person_642,Group_1,Item_1,Threshold_1,1.0
71,Person_661,Group_1,Item_1,Threshold_1,0.0
72,Person_676,Group_2,Item_1,Threshold_1,0.0
73,Person_680,Group_2,Item_1,Threshold_1,1.0
74,Person_683,Group_2,Item_1,Threshold_1,0.0
75,Person_685,Group_1,Item_1,Threshold_1,0.0
76,Person_691,Group_2,Item_1,Threshold_1,1.0
77,Person_696,Group_2,Item_1,Threshold_1,0.0
78,Person_704,Group_1,Item_1,Threshold_1,0.0
79,Person_709,Group_2,Item_1,Threshold_1,1.0
80,Person_12,Group_2,Item_1,Threshold_2,1.0
81,Person_24,Group_2,Item_1,Threshold_2,0.0
82,Person_29,Group_2,Item_1,Threshold_2,0.0
83,Person_39,Group_2,Item_1,Threshold_2,0.0
84,Person_46,Group_2,Item_1,Threshold_2,0.0
85,Person_55,Group_1,Item_1,Threshold_2,1.0
86,Person_65,Group_1,Item_1,Threshold_2,0.0
87,Person_68,Group_2,Item_1,Threshold_2,0.0
88,Person_70,Group_1,Item_1,Threshold_2,1.0
89,Person_71,Group_1,Item_1,Threshold_2,0.0
90,Person_77,Group_1,Item_1,Threshold_2,0.0
91,Person_82,Group_1,Item_1,Threshold_2,0.0
92,Person_94,Group_2,Item_1,Threshold_2,0.0
