,Person,Group,Item,Threshold,Response
0,Person_1,Group_2,Item_1,Threshold_1,0.0
1,Person_3,Group_1,Item_1,Threshold_1,1.0
2,Person_7,Group_1,Item_1,Threshold_1,0.0
3,Person_12,Group_2,Item_1,Threshold_1,0.0
4,Person_17,Group_1,Item_1,Threshold_1,0.0
5,Person_19,Group_2,Item_1,Threshold_1,1.0
6,Person_20,Group_2,Item_1,Threshold_1,0.0
7,Person_26,Group_2,Item_1,Threshold_1,0.0
8,Person_28,Group_1,Item_1,Threshold_1,0.0
9,Person_29,Group_2,Item_1,Threshold_1,1.0
10,Person_33,Group_1,Item_1,Threshold_1,0.0
11,Person_34,Group_1,Item_1,Threshold_1,0.0
12,Person_35,Group_2,Item_1,Threshold_1,0.0
13,Person_38,Group_2,Item_1,Threshold_1,0.0
14,Person_44,Group_1,Item_1,Threshold_1,0.0
15,Person_45,Group_1,Item_1,Threshold_1,0.0
16,Person_46,Group_1,Item_1,Threshold_1,0.0
17,Person_49,Group_2,Item_1,Threshold_1,0.0
18,Person_54,Group_2,Item_1,Threshold_1,0.0
19,Person_57,Group_1,Item_1,Threshold_1,0.0
20,Person_60,Group_1,Item_1,Threshold_1,1.0
21,Person_79,Group_1,Item_1,Threshold_1,0.0
22,Person_82,Group_1,Item_1,Threshold_1,1.0
23,Person_84,Group_1,Item_1,Threshold_1,1.0
24,Person_90,Group_2,Item_1,Threshold_1,0.0
25,Person_92,Group_1,Item_1,Threshold_1,1.0
26,Person_94,Group_1,Item_1,Threshold_1,1.0
27,Person_99,Group_2,Item_1,Threshold_1,1.0
28,Person_100,Group_1,Item_1,Threshold_1,0.0
29,Person_114,Group_1,Item_1,Threshold_1,1.0
30,Person_117,Group_2,Item_1,Threshold_1,0.0
31,Person_121,Group_2,Item_1,Threshold_1,0.0
32,Person_122,Group_2,Item_1,Threshold_1,1.0
33,Person_124,Group_1,Item_1,Threshold_1,0.0
34,Person_130,Group_2,Item_1,Threshold_1,1.0
35,Person_135,Group_2,Item_1,Threshold_1,0.0
36,Person_149,Group_1,Item_1,Threshold_1,0.0
37,Person_161,Group_1,Item_1,Threshold_1,0.0
38,Person_169,Group_1,Item_1,Threshold_1,1.0
39,Person_171,Group_2,Item_1,Threshold_1,0.0
40,Person_177,Group_2,Item_1,Threshold_1,1.0
41,Person_199,Group_1,Item_1,Threshold_1,0.0
42,Person_203,Group_1,Item_1,Threshold_1,1.0
43,Person_204,Group_1,Item_1,Threshold_1,1.0
44,Person_206,Group_2,Item_1,Threshold_1,1.0
45,Person_208,Group_1,Item_1,Threshold_1,0.0
46,Person_209,Group_2,Item_1,Threshold_1,0.0
47,Person_215,Group_1,Item_1,Threshold_1,1.0
48,Person_217,Group_1,Item_1,Threshold_1,1.0
49,Person_224,Group_2,Item_1,Threshold_1,0.0
50,Person_225,Group_2,Item_1,Threshold_1,1.0
51,Person_230,Group_2,Item_1,Threshold_1,1.0
52,Person_231,Group_2,Item_1,Threshold_1,1.0
53,Person_237,Group_2,Item_1,Threshold_1,1.0
54,Person_246,Group_2,Item_1,Threshold_1,0.0
55,Person_249,Group_1,Item_1,Threshold_1,0.0
56,Person_254,Group_1,Item_1,Threshold_1,0.0
57,Person_268,Group_2,Item_1,Threshold_1,1.0
58,Person_272,Group_2,Item_1,Threshold_1,0.0
59,Person_284,Group_2,Item_1,Threshold_1,1.0
60,Person_285,Group_1,Item_1,Threshold_1,0.0
61,Person_289,Group_2,Item_1,Threshold_1,1.0
62,Person_294,Group_2,Item_1,Threshold_1,0.0
63,Person_298,Group_2,Item_1,Threshold_1,0.0
64,Person_304,Group_2,Item_1,Threshold_1,0.0
65,Person_305,Group_1,Item_1,Threshold_1,1.0
66,Person_311,Group_2,Item_1,Threshold_1,0.0
67,Person_312,Group_1,Item_1,Threshold_1,1.0
68,Person_313,Group_1,Item_1,Threshold_1,0.0
69,Person_320,Group_2,Item_1,Threshold_1,0.0
70,Person_321,Group_1,Item_1,Threshold_1,0.0
71,Person_322,Group_1,Item_1,Threshold_1,0.0
72,Person_325,Group_1,Item_1,Threshold_1,1.0
73,Person_333,Group_1,Item_1,Threshold_1,1.0
74,Person_343,Group_1,Item_1,Threshold_1,0.0
75,Person_346,Group_1,Item_1,Threshold_1,0.0
76,Person_348,Group_2,Item_1,Threshold_1,0.0
77,Person_356,Group_1,Item_1,Threshold_1,0.0
78,Person_359,Group_2,Item_1,Threshold_1,0.0
79,Person_370,Group_2,Item_1,Threshold_1,1.0
80,Person_376,Group_1,Item_1,Threshold_1,1.0
81,Person_379,Group_2,Item_1,Threshold_1,1.0
82,Person_390,Group_1,Item_1,Threshold_1,0.0
83,Person_392,Group_2,Item_1,Threshold_1,0.0
84,Person_398,Group_2,Item_1,Threshold_1,0.0
85,Person_399,Group_1,Item_1,Threshold_1,1.0
86,Person_405,Group_1,Item_1,Threshold_1,0.0
87,Person_414,Group_1,Item_1,Threshold_1,1.0
88,Person_423,Group_2,Item_1,Threshold_1,1.0
89,Person_424,Group_1,Item_1,Threshold_1,0.0
90,Person_430,Group_2,Item_1,Threshold_1,1.0
91,Person_431,Group_2,Item_1,Threshold_1,0.0
92,Person_433,Group_1,Item_1,Threshold_1,0.0
93,Person_437,Group_1,Item_1,Threshold_1,1.0
94,Person_442,Group_2,Item_1,Threshold_1,1.0
95,Person_448,Group_1,Item_1,Threshold_1,0.0
96,Person_461,Group_1,Item_1,Threshold_1,0.0
97,Person_467,Group_1,Item_1,Threshold_1,0.0
98,Person_469,Group_2,Item_1,Threshold_1,1.0
99,Person_471,Group_1,Item_1,Threshold_1,1.0
100,Person_479,Group_2,Item_1,Threshold_1,0.0
101,Person_481,Group_2,Item_1,Threshold_1,1.0
102,Person_486,Group_1,Item_1,Threshold_1,1.0
103,Person_487,Group_2,Item_1,Threshold_1,0.0
104,Person_490,Group_2,Item_1,Threshold_1,1.0
105,Person_493,Group_1,Item_1,Threshold_1,1.0
106,Person_499,Group_1,Item_1,Threshold_1,0.0
107,Person_508,Group_1,Item_1,Threshold_1,0.0
108,Person_519,Group_2,Item_1,Threshold_1,0.0
109,Person_522,Group_1,Item_1,Threshold_1,1.0
110,Person_537,Group_1,Item_1,Threshold_1,1.0
111,Person_544,Group_1,Item_1,Threshold_1,0.0
112,Person_548,Group_2,Item_1,Threshold_1,0.0
113,Person_553,Group_2,Item_1,Threshold_1,0.0
114,Person_555,Group_1,Item_1,Threshold_1,0.0
115,Person_558,Group_2,Item_1,Threshold_1,0.0
116,Person_563,Group_2,Item_1,Threshold_1,0.0
117,Person_571,Group_1,Item_1,Threshold_1,1.0
118,Person_572,Group_2,Item_1,Threshold_1,1.0
119,Person_575,Group_2,Item_1,Threshold_1,0.0
120,Person_580,Group_1,Item_1,Threshold_1,0.0
121,Person_581,Group_2,Item_1,Threshold_1,1.0
122,Person_586,Group_1,Item_1,Threshold_1,0.0
123,Person_587,Group_2,Item_1,Threshold_1,0.0
124,Person_593,Group_2,Item_1,Threshold_1,0.0
125,Person_596,Group_1,Item_1,Threshold_1,0.0
126,Person_599,Group_1,Item_1,Threshold_1,0.0
127,Person_612,Group_1,Item_1,Threshold_1,1.0
128,Person_615,Group_1,Item_1,Threshold_1,0.0
129,Person_617,Group_1,Item_1,Threshold_1,0.0
130,Person_620,Group_1,Item_1,Threshold_1,1.0
131,Person_621,Group_1,Item_1,Threshold_1,0.0
132,Person_626,Group_2,Item_1,Threshold_1,0.0
133,Person_631,Group_2,Item_1,Threshold_1,1.0
134,Person_633,Group_2,Item_1,Threshold_1,0.0
135,Person_637,Group_2,Item_1,Threshold_1,1.0
136,Person_638,Group_2,Item_1,Threshold_1,1.0
137,Person_639,Group_1,Item_1,Threshold_1,1.0
