,Person,Group,Item,Threshold,Response
0,Person_2,Group_1,Item_1,Threshold_1,1.0
1,Person_3,Group_1,Item_1,Threshold_1,1.0
2,Person_4,Group_1,Item_1,Threshold_1,1.0
3,Person_5,Group_1,Item_1,Threshold_1,1.0
4,Person_6,Group_2,Item_1,Threshold_1,1.0
5,Person_8,Group_1,Item_1,Threshold_1,1.0
6,Person_9,Group_1,Item_1,Threshold_1,1.0
7,Person_10,Group_2,Item_1,Threshold_1,0.0
8,Person_13,Group_2,Item_1,Threshold_1,1.0
9,Person_14,Group_2,Item_1,Threshold_1,0.0
10,Person_15,Group_2,Item_1,Threshold_1,0.0
11,Person_16,Group_2,Item_1,Threshold_1,1.0
12,Person_23,Group_1,Item_1,Threshold_1,1.0
13,Person_24,Group_2,Item_1,Threshold_1,1.0
14,Person_28,Group_1,Item_1,Threshold_1,0.0
15,Person_30,Group_2,Item_1,Threshold_1,0.0
16,Person_31,Group_1,Item_1,Threshold_1,0.0
17,Person_32,Group_2,Item_1,Threshold_1,1.0
18,Person_35,Group_1,Item_1,Threshold_1,1.0
19,Person_37,Group_2,Item_1,Threshold_1,1.0
20,Person_41,Group_1,Item_1,Threshold_1,1.0
21,Person_45,Group_1,Item_1,Threshold_1,0.0
22,Person_46,Group_2,Item_1,Threshold_1,1.0
23,Person_47,Group_1,Item_1,Threshold_1,1.0
24,Person_52,Group_1,Item_1,Threshold_1,1.0
25,Person_54,Group_2,Item_1,Threshold_1,0.0
26,Person_55,Group_1,Item_1,Threshold_1,0.0
27,Person_57,Group_2,Item_1,Threshold_1,0.0
28,Person_58,Group_1,Item_1,Threshold_1,1.0
29,Person_62,Group_1,Item_1,Threshold_1,1.0
30,Person_63,Group_1,Item_1,Threshold_1,1.0
31,Person_67,Group_1,Item_1,Threshold_1,0.0
32,Person_68,Group_1,Item_1,Threshold_1,1.0
33,Person_69,Group_2,Item_1,Threshold_1,0.0
34,Person_70,Group_2,Item_1,Threshold_1,1.0
35,Person_71,Group_1,Item_1,Threshold_1,1.0
36,Person_75,Group_1,Item_1,Threshold_1,0.0
37,Person_77,Group_1,Item_1,Threshold_1,1.0
38,Person_78,Group_1,Item_1,Threshold_1,0.0
39,Person_79,Group_2,Item_1,Threshold_1,1.0
40,Person_81,Group_1,Item_1,Threshold_1,0.0
41,Person_82,Group_1,Item_1,Threshold_1,0.0
42,Person_84,Group_2,Item_1,Threshold_1,1.0
43,Person_85,Group_2,Item_1,Threshold_1,1.0
44,Person_86,Group_1,Item_1,Threshold_1,0.0
45,Person_88,Group_1,Item_1,Threshold_1,1.0
