,Person,Group,Item,Threshold,Response
0,Person_4,Group_2,Item_1,Threshold_1,0.0
1,Person_14,Group_1,Item_1,Threshold_1,0.0
2,Person_32,Group_1,Item_1,Threshold_1,1.0
3,Person_33,Group_2,Item_1,Threshold_1,1.0
4,Person_46,Group_1,Item_1,Threshold_1,1.0
5,Person_72,Group_1,Item_1,Threshold_1,0.0
6,Person_74,Group_1,Item_1,Threshold_1,1.0
7,Person_83,Group_2,Item_1,Threshold_1,1.0
8,Person_87,Group_2,Item_1,Threshold_1,1.0
9,Person_97,Group_2,Item_1,Threshold_1,1.0
10,Person_106,Group_1,Item_1,Threshold_1,0.0
11,Person_112,Group_1,Item_1,Threshold_1,0.0
12,Person_140,Group_2,Item_1,Threshold_1,0.0
13,Person_146,Group_2,Item_1,Threshold_1,1.0
14,Person_148,Group_2,Item_1,Threshold_1,0.0
15,Person_162,Group_1,Item_1,Threshold_1,1.0
16,Person_183,Group_1,Item_1,Threshold_1,0.0
17,Person_193,Group_1,Item_1,Threshold_1,1.0
18,Person_198,Group_1,Item_1,Threshold_1,0.0
19,Person_201,Group_1,Item_1,Threshold_1,0.0
20,Person_202,Group_2,Item_1,Threshold_1,1.0
21,Person_231,Group_1,Item_1,Threshold_1,0.0
22,Person_234,Group_1,Item_1,Threshold_1,1.0
23,Person_238,Group_1,Item_1,Threshold_1,1.0
24,Person_242,Group_1,Item_1,Threshold_1,0.0
25,Person_243,Group_1,Item_1,Threshold_1,1.0
26,Person_256,Group_1,Item_1,Threshold_1,0.0
27,Person_259,Group_1,Item_1,Threshold_1,1.0
28,Person_264,Group_1,Item_1,Threshold_1,1.0
29,Person_265,Group_1,Item_1,Threshold_1,0.0
30,Person_268,Group_1,Item_1,Threshold_1,0.0
31,Person_269,Group_2,Item_1,Threshold_1,0.0
32,Person_277,Group_2,Item_1,Threshold_1,0.0
33,Person_287,Group_1,Item_1,Threshold_1,1.0
34,Person_294,Group_1,Item_1,Threshold_1,0.0
35,Person_298,Group_2,Item_1,Threshold_1,1.0
36,Person_299,Group_1,Item_1,Threshold_1,1.0
37,Person_307,Group_1,Item_1,Threshold_1,0.0
38,Person_1,Group_1,Item_1,Threshold_2,1.0
39,Person_6,Group_2,Item_1,Threshold_2,1.0
40,Person_7,Group_1,Item_1,Threshold_2,1.0
41,Person_8,Group_2,Item_1,Threshold_2,1.0
42,Person_9,Group_2,Item_1,Threshold_2,1.0
43,Person_10,Group_2,Item_1,Threshold_2,1.0
44,Person_12,Group_2,Item_1,Threshold_2,1.0
45,Person_15,Group_2,Item_1,Threshold_2,1.0
46,Person_17,Group_2,Item_1,Threshold_2,1.0
47,Person_18,Group_2,Item_1,Threshold_2,1.0
48,Person_19,Group_1,Item_1,Threshold_2,1.0
49,Person_27,Group_2,Item_1,Threshold_2,1.0
50,Person_28,Group_2,Item_1,Threshold_2,1.0
51,Person_31,Group_1,Item_1,Threshold_2,1.0
52,Person_32,Group_1,Item_1,Threshold_2,0.0
53,Person_33,Group_2,Item_1,Threshold_2,0.0
54,Person_35,Group_2,Item_1,Threshold_2,1.0
55,Person_36,Group_2,Item_1,Threshold_2,1.0
56,Person_40,Group_2,Item_1,Threshold_2,1.0
57,Person_41,Group_2,Item_1,Threshold_2,1.0
