,Person,Group,Item,Threshold,Response
0,Person_18,Group_1,Item_1,Threshold_1,1.0
1,Person_19,Group_2,Item_1,Threshold_1,1.0
2,Person_79,Group_2,Item_1,Threshold_1,1.0
3,Person_107,Group_2,Item_1,Threshold_1,1.0
4,Person_110,Group_1,Item_1,Threshold_1,1.0
5,Person_111,Group_1,Item_1,Threshold_1,1.0
6,Person_123,Group_2,Item_1,Threshold_1,1.0
7,Person_205,Group_2,Item_1,Threshold_1,1.0
8,Person_233,Group_2,Item_1,Threshold_1,1.0
9,Person_242,Group_1,Item_1,Threshold_1,1.0
10,Person_9,Group_2,Item_1,Threshold_2,1.0
11,Person_14,Group_1,Item_1,Threshold_2,1.0
12,Person_18,Group_1,Item_1,Threshold_2,0.0
13,Person_19,Group_2,Item_1,Threshold_2,0.0
14,Person_22,Group_2,Item_1,Threshold_2,1.0
15,Person_23,Group_2,Item_1,Threshold_2,1.0
16,Person_29,Group_1,Item_1,Threshold_2,1.0
17,Person_35,Group_1,Item_1,Threshold_2,1.0
18,Person_36,Group_2,Item_1,Threshold_2,1.0
19,Person_37,Group_2,Item_1,Threshold_2,1.0
20,Person_40,Group_2,Item_1,Threshold_2,1.0
21,Person_41,Group_1,Item_1,Threshold_2,1.0
22,Person_43,Group_2,Item_1,Threshold_2,1.0
23,Person_44,Group_1,Item_1,Threshold_2,1.0
24,Person_46,Group_1,Item_1,Threshold_2,1.0
25,Person_50,Group_1,Item_1,Threshold_2,1.0
26,Person_53,Group_2,Item_1,Threshold_2,1.0
27,Person_54,Group_2,Item_1,Threshold_2,1.0
28,Person_60,Group_1,Item_1,Threshold_2,1.0
29,Person_61,Group_1,Item_1,Threshold_2,1.0
30,Person_63,Group_2,Item_1,Threshold_2,1.0
31,Person_64,Group_2,Item_1,Threshold_2,1.0
32,Person_65,Group_2,Item_1,Threshold_2,1.0
33,Person_75,Group_1,Item_1,Threshold_2,1.0
34,Person_78,Group_1,Item_1,Threshold_2,1.0
35,Person_79,Group_1,Item_1,Threshold_2,0.0
36,Person_82,Group_1,Item_1,Threshold_2,1.0
37,Person_88,Group_2,Item_1,Threshold_2,1.0
38,Person_97,Group_1,Item_1,Threshold_2,1.0
39,Person_98,Group_2,Item_1,Threshold_2,1.0
40,Person_99,Group_2,Item_1,Threshold_2,1.0
41,Person_100,Group_1,Item_1,Threshold_2,1.0
42,Person_101,Group_2,Item_1,Threshold_2,1.0
43,Person_107,Group_2,Item_1,Threshold_2,0.0
44,Person_109,Group_1,Item_1,Threshold_2,1.0
45,Person_110,Group_1,Item_1,Threshold_2,0.0
46,Person_111,Group_1,Item_1,Threshold_2,0.0
47,Person_119,Group_1,Item_1,Threshold_2,1.0
48,Person_121,Group_2,Item_1,Threshold_2,1.0
49,Person_122,Group_1,Item_1,Threshold_2,1.0
50,Person_123,Group_1,Item_1,Threshold_2,0.0
51,Person_129,Group_1,Item_1,Threshold_2,1.0
52,Person_130,Group_2,Item_1,Threshold_2,1.0
53,Person_131,Group_2,Item_1,Threshold_2,1.0
54,Person_134,Group_1,Item_1,Threshold_2,1.0
55,Person_145,Group_1,Item_1,Threshold_2,1.0
56,Person_149,Group_2,Item_1,Threshold_2,1.0
57,Person_154,Group_1,Item_1,Threshold_2,1.0
58,Person_157,Group_2,Item_1,Threshold_2,1.0
59,Person_159,Group_1,Item_1,Threshold_2,1.0
60,Person_164,Group_1,Item_1,Threshold_2,1.0
61,Person_171,Group_2,Item_1,Threshold_2,1.0
62,Person_173,Group_1,Item_1,Threshold_2,1.0
63,Person_175,Group_1,Item_1,Threshold_2,1.0
64,Person_179,Group_1,Item_1,Threshold_2,1.0
65,Person_183,Group_1,Item_1,Threshold_2,1.0
66,Person_188,Group_1,Item_1,Threshold_2,1.0
67,Person_198,Group_2,Item_1,Threshold_2,1.0
68,Person_204,Group_2,Item_1,Threshold_2,1.0
69,Person_205,Group_1,Item_1,Threshold_2,0.0
70,Person_212,Group_2,Item_1,Threshold_2,1.0
71,Person_218,Group_2,Item_1,Threshold_2,1.0
72,Person_221,Group_1,Item_1,Threshold_2,1.0
73,Person_222,Group_2,Item_1,Threshold_2,1.0
74,Person_228,Group_1,Item_1,Threshold_2,1.0
75,Person_233,Group_2,Item_1,Threshold_2,0.0
76,Person_239,Group_1,Item_1,Threshold_2,1.0
77,Person_242,Group_2,Item_1,Threshold_2,0.0
78,Person_251,Group_2,Item_1,Threshold_2,1.0
79,Person_253,Group_1,Item_1,Threshold_2,1.0
80,Person_9,Group_2,Item_1,Threshold_3,0.0
81,Person_11,Group_1,Item_1,Threshold_3,1.0
82,Person_14,Group_1,Item_1,Threshold_3,0.0
83,Person_22,Group_1,Item_1,Threshold_3,0.0
84,Person_23,Group_1,Item_1,Threshold_3,0.0
85,Person_29,Group_2,Item_1,Threshold_3,0.0
86,Person_34,Group_2,Item_1,Threshold_3,1.0
87,Person_35,Group_1,Item_1,Threshold_3,0.0
88,Person_36,Group_1,Item_1,Threshold_3,0.0
89,Person_37,Group_1,Item_1,Threshold_3,0.0
90,Person_40,Group_1,Item_1,Threshold_3,0.0
91,Person_41,Group_1,Item_1,Threshold_3,0.0
92,Person_43,Group_1,Item_1,Threshold_3,0.0
93,Person_44,Group_1,Item_1,Threshold_3,0.0
94,Person_46,Group_1,Item_1,Threshold_3,0.0
95,Person_50,Group_2,Item_1,Threshold_3,0.0
96,Person_53,Group_1,Item_1,Threshold_3,0.0
97,Person_54,Group_1,Item_1,Threshold_3,0.0
98,Person_58,Group_1,Item_1,Threshold_3,1.0
99,Person_60,Group_2,Item_1,Threshold_3,0.0
100,Person_61,Group_1,Item_1,Threshold_3,0.0
101,Person_63,Group_2,Item_1,Threshold_3,0.0
102,Person_64,Group_1,Item_1,Threshold_3,0.0
103,Person_65,Group_2,Item_1,Threshold_3,0.0
104,Person_67,Group_1,Item_1,Threshold_3,1.0
105,Person_75,Group_1,Item_1,Threshold_3,0.0
106,Person_78,Group_1,Item_1,Threshold_3,0.0
107,Person_80,Group_2,Item_1,Threshold_3,1.0
108,Person_82,Group_2,Item_1,Threshold_3,0.0
109,Person_85,Group_2,Item_1,Threshold_3,1.0
110,Person_88,Group_1,Item_1,Threshold_3,0.0
111,Person_94,Group_1,Item_1,Threshold_3,1.0
112,Person_96,Group_1,Item_1,Threshold_3,1.0
113,Person_97,Group_1,Item_1,Threshold_3,0.0
114,Person_98,Group_1,Item_1,Threshold_3,0.0
115,Person_99,Group_1,Item_1,Threshold_3,0.0
116,Person_100,Group_2,Item_1,Threshold_3,0.0
117,Person_101,Group_1,Item_1,Threshold_3,0.0
118,Person_109,Group_1,Item_1,Threshold_3,0.0
119,Person_113,Group_1,Item_1,Threshold_3,1.0
120,Person_114,Group_1,Item_1,Threshold_3,1.0
121,Person_119,Group_1,Item_1,Threshold_3,0.0
122,Person_121,Group_1,Item_1,Threshold_3,0.0
123,Person_122,Group_1,Item_1,Threshold_3,0.0
124,Person_126,Group_2,Item_1,Threshold_3,1.0
125,Person_127,Group_2,Item_1,Threshold_3,1.0
126,Person_129,Group_2,Item_1,Threshold_3,0.0
127,Person_130,Group_1,Item_1,Threshold_3,0.0
128,Person_131,Group_2,Item_1,Threshold_3,0.0
129,Person_134,Group_2,Item_1,Threshold_3,0.0
130,Person_144,Group_1,Item_1,Threshold_3,1.0
131,Person_145,Group_2,Item_1,Threshold_3,0.0
132,Person_149,Group_2,Item_1,Threshold_3,0.0
133,Person_154,Group_2,Item_1,Threshold_3,0.0
134,Person_157,Group_2,Item_1,Threshold_3,0.0
135,Person_159,Group_1,Item_1,Threshold_3,0.0
