,1,2,3,4,5
Item_1,-3.506572775690104,-1.0901669534710845,-0.39778949460234997,1.5441245080293953,4.3937715420681425
Item_2,-2.836188754598716,-0.7775099545731007,0.8548047496746835,2.4746983298476852,3.034219988541442
Item_3,-2.532545305494059,-0.9930903767443623,0.7751988566955014,3.4266775339713895,4.287812534559227
Item_4,-3.9197459500062277,-2.17274292734263,-0.4714800019304713,2.4686512328569337,3.4181399124102643
Item_5,-0.7678354496240148,0.8571173439366454,0.983643665395442,,
Item_6,-0.5511572300421291,-0.05467826188754506,1.3229552298974951,,
Item_7,-0.8657757882947171,1.1326751736881777,3.6248705893024877,,
Item_8,-3.1161438549215283,-1.356301664253247,0.08762030521034363,,
Item_9,-3.8315170518874786,-1.7848299214504755,0.5081169480339028,,
Item_10,-3.2999176922786653,-1.1686825919603812,0.2995735569341273,,
