,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12
Item_1,1.0,0.005732131815632758,-0.042420444643333846,-0.027041608405013934,-0.033310297953631454,-0.07196969469982523,-0.025103204504879583,-0.01526791316267476,-0.02605796437263779,-0.058331181725318024,0.024616922139510958,-0.01880308791403706
Item_2,0.005732131815632758,1.0,-0.048226108579838764,-0.03592259422502951,-0.028101259342731912,-0.014436102106048598,-0.010420551857924402,-0.045777877888822815,-0.005019353882006669,0.02959866543793855,0.006929265812816449,0.05183022360678388
Item_3,-0.042420444643333846,-0.048226108579838764,1.0,-0.009122320910869884,-0.02237868620599016,0.014201119364229547,0.008832799377044549,-0.00380575229115755,-0.018796651835754626,0.015169054216578097,0.01632962235986504,-0.031249194601361312
Item_4,-0.027041608405013934,-0.03592259422502951,-0.009122320910869884,1.0,0.009273989382550259,-0.02972227318734763,0.0404546593421807,-0.006111692238995025,-0.05396237270796653,-0.06393612444131237,0.002364254900557679,-0.027518870094526294
Item_5,-0.033310297953631454,-0.028101259342731912,-0.02237868620599016,0.009273989382550259,1.0,0.008511568436394602,-0.03428825132111301,-0.022578482897037254,-0.027996428167963012,0.015389476439310455,-0.009474126469906469,0.006499378709269531
Item_6,-0.07196969469982523,-0.014436102106048598,0.014201119364229547,-0.02972227318734763,0.008511568436394602,1.0,0.030115669389581462,-0.03342976398258191,0.032479310610859895,-0.03199859627926191,0.023801975486833563,-0.031624464351635434
Item_7,-0.025103204504879583,-0.010420551857924402,0.008832799377044549,0.0404546593421807,-0.03428825132111301,0.030115669389581462,1.0,-0.009610567472178663,-0.02366849150149992,-0.010230627025394413,-0.03608947407173546,0.008595364865116676
Item_8,-0.01526791316267476,-0.045777877888822815,-0.00380575229115755,-0.006111692238995025,-0.022578482897037254,-0.03342976398258191,-0.009610567472178663,1.0,-0.034008536508096224,-0.029672153979508384,0.0005071152843100992,-0.000416644075289142
Item_9,-0.02605796437263779,-0.005019353882006669,-0.018796651835754626,-0.05396237270796653,-0.027996428167963012,0.032479310610859895,-0.02366849150149992,-0.034008536508096224,1.0,-0.046050463546542325,-0.03601631655957324,-0.035499556005532326
Item_10,-0.058331181725318024,0.02959866543793855,0.015169054216578097,-0.06393612444131237,0.015389476439310455,-0.03199859627926191,-0.010230627025394413,-0.029672153979508384,-0.046050463546542325,1.0,0.04962035122404353,-0.03703181622532853
Item_11,0.024616922139510958,0.006929265812816449,0.01632962235986504,0.002364254900557679,-0.009474126469906469,0.023801975486833563,-0.03608947407173546,0.0005071152843100992,-0.03601631655957324,0.04962035122404353,1.0,-0.0172776229890187
Item_12,-0.01880308791403706,0.05183022360678388,-0.031249194601361312,-0.027518870094526294,0.006499378709269531,-0.031624464351635434,0.008595364865116676,-0.000416644075289142,-0.035499556005532326,-0.03703181622532853,-0.0172776229890187,1.0
