,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11
Item_1,0.12853750257384536,-0.14572306978286387,-0.024235364196451628,-0.03774879540965279,-0.01597682453723395,0.12696373186741047,0.110557105507901,-0.11591661333868528,-0.03778782120037669,-0.11238428866447217,0.06728416093487918
Item_2,-0.14343209432461226,0.015392145136036274,-0.1348012964926225,-0.004154043505154915,0.2001691752126901,0.06492106202578944,0.02514106411227905,-0.04451684976261072,-0.04755284425488344,0.017740312985824264,-0.11350953898641968
Item_3,0.2133543750452603,0.0074500253006282765,0.03472152083909812,-0.06461215836873728,0.03506009017572851,-0.058688653261978516,0.01640593964094418,-0.05713770929521005,0.17756494736874584,0.06735702015548321,-0.08647689275695701
Item_4,-0.18222071210229546,0.11439619348191311,0.006758768952535323,0.010410483910964665,-0.0073339220480544065,0.07191301625770131,-0.064249528579223,-0.07467271917797784,0.15968175540388613,-0.013295273841934534,0.11878151725401566
Item_5,-0.020494355607890077,0.033134711133217684,0.20409659368223665,-0.07203450753090516,-0.011660192936280737,0.16397540415458564,0.03249525197798413,0.13466338845253986,-0.037633211324534996,0.06027488464032177,-0.025410202544479912
Item_6,-0.06861226012361864,-0.16643383141189896,0.08252111966292709,0.06451068179397386,0.11806140457316226,-0.14215256670019852,0.03182413554485356,0.11776709541942591,0.04340743313772737,-0.07262298591274248,0.04966061224875299
Item_7,0.15573598853679654,0.11386958688269214,-0.12927753518802007,0.09545767037602068,0.045462814946793884,-0.004130293473818854,0.03802690696348102,0.08232469998681191,-0.05415316502687264,0.10330182963196975,0.12002069929730197
Item_8,-0.0762615942804991,0.1259704915516053,0.010279855118287329,0.1286878148532618,-0.15119406126809512,-0.06439617468705316,0.16364098511335273,-0.017682327143964848,-0.006808247245883265,-0.04395458025459824,-0.07575299657739723
Item_9,0.05732340360095337,0.17877797044065333,0.014619155794439552,-0.15453350415584305,0.014783806814929072,-0.09489052615302057,-0.09039842962381286,0.005065794805019514,-0.09130002701165867,-0.12687688712924508,0.004724476641838869
Item_10,0.02228555125367885,-0.09593727335698823,-0.16018270746737348,0.028673766358397072,-0.13093701970077512,0.06632773839263185,-0.12970644137401474,0.12566104588242058,0.04771845556989071,-0.05096454239079273,-0.06307671635820834
Item_11,-0.12331952452587339,-0.12420860272821226,-0.04540837341372363,-0.1480024156431007,-0.10959699460072143,-0.09873226265777431,0.010753424820223198,-0.049962041123250076,-0.062260427495753605,0.1319594731937157,0.034845250022055
Item_12,0.044959520199974866,-0.046713890129370134,0.12228406637918733,0.1735796889868234,-0.00547647372829672,-0.0057205096690445935,-0.15585309941077374,-0.12195978205914978,-0.09200975865942483,0.03761412584859194,-0.021904644050123226
