,0
Item_1,0.8876980203900899
Item_2,-0.1994315776250719
Item_3,0.03530640034616228
Item_4,0.1490945099669978
Item_5,-0.972049122099792
Item_6,-1.093650264619614
Item_7,0.960544970921533
Item_8,0.9178311000836272
Item_9,0.9442038889771016
Item_10,-1.350376337362856
Item_11,-0.2558577944265532
Item_12,-0.7151603765593573
Item_13,1.3553585383265618
Item_14,1.6496236626371443
Item_15,-0.5408021003538139
Item_16,0.9618266373503608
Item_17,-0.9593629374189377
Item_18,-0.4392203349424427
Item_19,-0.9262124163093568
Item_20,-0.409364467281786
