,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11
Item_1,-0.05739234985203624,-0.07962881553656723,-0.07792566519068655,0.1946437901027609,-0.04531746891140384,-0.03620738234822414,-0.028915813674142116,-0.022254964658531044,0.05486683661343197,-0.01701847371919817,0.15389702927219226
Item_2,-0.12510339684627186,0.08197972203552197,-0.13408490158358616,-0.015956609202401974,-0.08947264291710405,-0.10373366151993908,-0.03993707096265436,0.10834289642555928,-0.09824214760387959,0.008969495137400972,-0.07128225527710863
Item_3,-0.05187250971477368,-0.08919782560212797,0.1524875267582047,-0.022857101638716282,0.043699921031830506,0.016635824601515022,-0.05559085174982946,0.16697220867217402,0.0434918244215765,0.1241693611030092,0.02216768737595415
Item_4,0.11619365960012486,0.06568559298784055,0.01759626538196606,0.09881053025310041,-0.013941207555957428,0.19298663132729096,-0.02003533443427879,0.049309536960283756,-0.13233717831477068,-0.02980380227401661,0.0026624809277740785
Item_5,-0.16892245250066146,-0.03852472146331826,0.10286764818151138,0.07283388110381987,0.07795853603668727,0.021680603345317462,-0.024588911222540713,-0.08881009932550464,0.005767569023829344,-0.10165514148941326,-0.1252361801888583
Item_6,0.12073860159717893,-0.09289439585826446,0.04397532509104644,-0.11244042865641361,-0.13870516727817125,-0.030735175901700343,-0.0953126961466767,0.0016016649302496337,0.047259775634439366,-0.13419849057386848,-0.003789446293426522
Item_7,-0.013758132480477728,0.18682937844433875,0.046440130685020946,-0.08010045067854495,0.05556194822970916,-0.02484904309811854,-0.1252717321577045,-0.11385608485422428,0.0005460156976483278,0.04867162705971727,0.09269853827657823
Item_8,-0.0009541990206955007,-0.16032145704787226,-0.062157527802607845,-0.06260348361972543,-0.04758197839678097,0.044924834384042336,0.020413089100338982,-0.1389158665478078,-0.08005698509374105,0.14274908137686523,-0.02883512010170614
Item_9,0.0008505534769909912,0.0641760894725914,0.1391811952091804,-6.738317544441895e-05,-0.08817415884942871,-0.07220721443248124,0.2171564599634046,-0.01832362173401869,-0.02895865983066289,-0.001477803179783754,0.04062163226395054
Item_10,0.18158808778378488,0.04795669253095936,-0.03754237046343435,0.10399223008889455,0.045561637321864676,-0.08161633664718962,0.005448680044023603,-0.011654089139735107,0.10512786540453443,0.07328094885832354,-0.12044836791419053
Item_11,-0.07363146799215459,0.054706628134888365,-0.1142266000750866,-0.08903115317887905,-0.00845595124343832,0.1520955037547042,0.08700566394404015,0.023617181800722826,0.1579884711457624,-0.012470368552718875,-0.0005097047315106335
Item_12,0.05683868880506148,-0.0735842768925522,-0.07823066648923084,-0.07413528005996085,0.2094780915234775,-0.06089341178105868,0.06458706008423244,0.03844221876244464,-0.06583223866021798,-0.07631394555146284,0.05463658326023187
