,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12
Item_1,1.0,-0.04425938072516047,-0.017230029020658098,-0.041552905323400495,-0.028549892495231828,0.003784742868120837,0.0036433719373759003,-0.01853769064798274,0.00991721695555546,-0.033211536173857095,-0.002536077859128994,-0.025809697836738858
Item_2,-0.04425938072516047,1.0,0.03006029966160041,-0.01253182352540337,-0.027271402891843682,0.012016161839216055,-0.018587189084856574,0.006663870560790193,-0.028091996616905573,-0.018620468265564467,-0.033254883990302735,-0.0353014443480056
Item_3,-0.017230029020658098,0.03006029966160041,1.0,-0.0300463740289436,-0.0029673744158361394,-0.005368878886835682,0.0044555058248776,0.02495921531006989,-0.012894425559444993,-0.016263712705356297,0.027668471551202757,-0.02515721331375353
Item_4,-0.041552905323400495,-0.01253182352540337,-0.0300463740289436,1.0,-0.03800315428431103,-0.038921851859722356,-0.023862146890370972,-0.047819658117223496,-0.003296958944655032,-0.028582223580099757,-0.029828381548181335,-0.028709753367209347
Item_5,-0.028549892495231828,-0.027271402891843682,-0.0029673744158361394,-0.03800315428431103,1.0,-0.006549243771643818,0.009133194066180718,-0.024918436698658848,-0.04178604188880801,-0.049270412280033565,-0.022569380118450666,-0.002672955044237212
Item_6,0.003784742868120837,0.012016161839216055,-0.005368878886835682,-0.038921851859722356,-0.006549243771643818,1.0,-0.034962384184019306,0.0040389545109019865,-0.021569485966676624,-0.0135048485468902,-0.016796708116102156,-0.0010000420473698735
Item_7,0.0036433719373759003,-0.018587189084856574,0.0044555058248776,-0.023862146890370972,0.009133194066180718,-0.034962384184019306,1.0,-0.027341330088823498,-0.033817758101514286,0.013637471041407659,0.015590459570434971,-0.02341473979028276
Item_8,-0.01853769064798274,0.006663870560790193,0.02495921531006989,-0.047819658117223496,-0.024918436698658848,0.0040389545109019865,-0.027341330088823498,1.0,-0.006895008595595271,-0.020502446376361522,0.02225544244862298,-0.02304013073252281
Item_9,0.00991721695555546,-0.028091996616905573,-0.012894425559444993,-0.003296958944655032,-0.04178604188880801,-0.021569485966676624,-0.033817758101514286,-0.006895008595595271,1.0,0.020560494666070798,-0.03159971791484607,-0.031218991349660875
Item_10,-0.033211536173857095,-0.018620468265564467,-0.016263712705356297,-0.028582223580099757,-0.049270412280033565,-0.0135048485468902,0.013637471041407659,-0.020502446376361522,0.020560494666070798,1.0,-0.033269194503845,-0.03403091434437623
Item_11,-0.002536077859128994,-0.033254883990302735,0.027668471551202757,-0.029828381548181335,-0.022569380118450666,-0.016796708116102156,0.015590459570434971,0.02225544244862298,-0.03159971791484607,-0.033269194503845,1.0,0.03128886756312065
Item_12,-0.025809697836738858,-0.0353014443480056,-0.02515721331375353,-0.028709753367209347,-0.002672955044237212,-0.0010000420473698735,-0.02341473979028276,-0.02304013073252281,-0.031218991349660875,-0.03403091434437623,0.03128886756312065,1.0
