,Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12
Item_1,1.0,-0.05011214351447296,-0.011660251894059961,-0.025121679899321552,-0.010735143556760059,-0.02941341342262733,-0.02521357693277963,-0.010779007190217382,-0.04101688484516065,-0.026537672768712415,0.03962583375313935,-0.05010375670954882
Item_2,-0.05011214351447296,1.0,-0.03073673788646471,0.03502876289083287,-0.02504106702236284,-0.005963121290124768,-0.014617689503438187,-0.01192418414692313,-0.020061428672787845,-0.005411208223276172,0.016443174697575808,0.008750944921339777
Item_3,-0.011660251894059961,-0.03073673788646471,1.0,-0.01939772178067134,-0.008924666641197303,-0.008360627895280552,0.03842480104846089,-0.008718527766311737,-0.013339522469834324,0.018417456758311017,-0.01729631505761244,-0.011001073619312502
Item_4,-0.025121679899321552,0.03502876289083287,-0.01939772178067134,1.0,0.01821310098080946,-0.05944950301264431,0.01850231158825395,-0.003951180209341205,-0.042014222928494875,-0.03657131245315734,-0.021670514886971966,-0.007287359536842213
Item_5,-0.010735143556760059,-0.02504106702236284,-0.008924666641197303,0.01821310098080946,1.0,0.03959799316167481,-0.04455937231397139,-0.0229110821735302,0.006483780198965304,0.0065399967739245835,0.0033138967274335155,0.024876272413921596
Item_6,-0.02941341342262733,-0.005963121290124768,-0.008360627895280552,-0.05944950301264431,0.03959799316167481,1.0,0.0029259863434365186,-0.02615862409100756,-0.0008295248967949367,-0.03335019770826424,-0.003442794947554474,-0.032658641439807554
Item_7,-0.02521357693277963,-0.014617689503438187,0.03842480104846089,0.01850231158825395,-0.04455937231397139,0.0029259863434365186,1.0,0.005601775880230144,-0.014707735913794377,-0.012833783835913591,-0.029558545622922608,0.013435726975291072
Item_8,-0.010779007190217382,-0.01192418414692313,-0.008718527766311737,-0.003951180209341205,-0.0229110821735302,-0.02615862409100756,0.005601775880230144,1.0,-0.020059194118736013,-0.0333180179220896,0.010079694934533636,-0.048886863218014866
Item_9,-0.04101688484516065,-0.020061428672787845,-0.013339522469834324,-0.042014222928494875,0.006483780198965304,-0.0008295248967949367,-0.014707735913794377,-0.020059194118736013,1.0,-0.03555096653272945,0.011127076908372037,-0.0407067328997044
Item_10,-0.026537672768712415,-0.005411208223276172,0.018417456758311017,-0.03657131245315734,0.0065399967739245835,-0.03335019770826424,-0.012833783835913591,-0.0333180179220896,-0.03555096653272945,1.0,0.02257293111472409,-0.0206191589083649
Item_11,0.03962583375313935,0.016443174697575808,-0.01729631505761244,-0.021670514886971966,0.0033138967274335155,-0.003442794947554474,-0.029558545622922608,0.010079694934533636,0.011127076908372037,0.02257293111472409,1.0,-0.013652290911121854
Item_12,-0.05010375670954882,0.008750944921339777,-0.011001073619312502,-0.007287359536842213,0.024876272413921596,-0.032658641439807554,0.013435726975291072,-0.048886863218014866,-0.0407067328997044,-0.0206191589083649,-0.013652290911121854,1.0
