,0
Person_1,1.2805343144819257
Person_2,0.11722395968849082
Person_3,1.0223996925472558
Person_4,2.5431218021062882
Person_5,-0.23623464228272179
Person_6,-0.37826299728854085
Person_7,2.250535021425886
Person_8,1.1922099856123476
Person_9,-0.5946536188957771
Person_10,1.3715136045554626
Person_11,-0.5946536188957771
Person_12,-0.8179586021562459
Person_13,0.5525331088632337
Person_14,-2.359854809969865
Person_15,-1.9861119528819036
Person_16,-0.23623464228272179
Person_17,-2.226906478793722
Person_18,0.11722395968849082
Person_19,-1.0519735195276776
Person_20,-1.8755668398898078
Person_21,2.250535021425886
Person_22,-0.8179586021562459
Person_23,0.4048716991366126
Person_24,-1.7702829959075739
Person_25,-0.3070999057036082
Person_26,-0.09497867695675488
Person_27,-2.226906478793722
Person_28,0.7039448739383877
Person_29,-0.09497867695675488
Person_30,-0.6681471826407044
Person_31,-0.8179586021562459
Person_32,1.8800906059469318
Person_33,-0.02438545833777203
Person_34,-1.4793569595221883
Person_35,1.3715136045554626
Person_36,-1.2162116676075645
Person_37,0.4048716991366126
Person_38,-2.6612976138586295
Person_39,-1.9861119528819036
Person_40,0.4782932011128168
Person_41,0.7039448739383877
Person_42,-0.02438545833777203
Person_43,0.04631629800011249
Person_44,-0.37826299728854085
Person_45,-1.8755668398898078
Person_46,-1.0519735195276776
Person_47,-0.3070999057036082
Person_48,1.3715136045554626
Person_49,0.18843467592129082
Person_50,-3.0354196394752195
Person_51,0.7813772364635242
Person_52,-0.37826299728854085
Person_53,-0.449833100367736
Person_54,1.2805343144819257
Person_55,2.3910615762864555
Person_56,1.3715136045554626
Person_57,-1.2162116676075645
Person_58,-0.521923763349285
Person_59,0.8601530002438039
Person_60,1.8800906059469318
Person_61,-0.6681471826407044
Person_62,-0.6681471826407044
Person_63,-1.4793569595221883
Person_64,-1.2162116676075645
Person_65,1.1062500208909327
Person_66,1.7695422341680322
Person_67,-0.02438545833777203
Person_68,1.7695422341680322
Person_69,0.8601530002438039
Person_70,-0.7425357726453575
Person_71,0.4782932011128168
Person_72,1.8800906059469318
Person_73,0.4782932011128168
Person_74,2.1195049314276093
Person_75,-4.38344559852165
Person_76,1.0223996925472558
Person_77,-0.23623464228272179
Person_78,-0.521923763349285
Person_79,-0.37826299728854085
Person_80,-2.6612976138586295
Person_81,0.11722395968849082
Person_82,1.0223996925472558
Person_83,1.8800906059469318
Person_84,-0.37826299728854085
Person_85,-1.0519735195276776
Person_86,-0.6681471826407044
Person_87,1.1062500208909327
Person_88,0.8601530002438039
Person_89,-0.37826299728854085
Person_90,1.1922099856123476
Person_91,0.4782932011128168
Person_92,1.7695422341680322
Person_93,-1.2162116676075645
Person_94,-0.5946536188957771
Person_95,-0.5946536188957771
Person_96,-1.8755668398898078
Person_97,1.0223996925472558
Person_98,0.33215792341774203
Person_99,-0.09497867695675488
Person_100,-0.09497867695675488
Person_101,-1.6695303398904882
Person_102,-0.8179586021562459
Person_103,-0.09497867695675488
Person_104,-0.8179586021562459
Person_105,0.11722395968849082
Person_106,0.5525331088632337
Person_107,2.3910615762864555
Person_108,0.4048716991366126
Person_109,0.4782932011128168
Person_110,-0.09497867695675488
Person_111,-3.0354196394752195
Person_112,0.2600462208616109
Person_113,-0.02438545833777203
Person_114,3.3443428250491105
Person_115,-0.449833100367736
Person_116,0.5525331088632337
Person_117,0.18843467592129082
Person_118,-2.102834731622713
Person_119,1.1922099856123476
Person_120,0.9404340518660028
Person_121,0.7813772364635242
Person_122,-0.8179586021562459
Person_123,2.1195049314276093
Person_124,-2.359854809969865
Person_125,0.8601530002438039
Person_126,3.3443428250491105
Person_127,-1.5727173425299823
Person_128,-0.8179586021562459
Person_129,-0.23623464228272179
Person_130,-1.133137784442354
Person_131,-1.8755668398898078
Person_132,-0.23623464228272179
Person_133,-1.6695303398904882
Person_134,0.6277085774219128
Person_135,-1.3014261415043005
Person_136,3.102650139741006
Person_137,-1.3890418604620693
Person_138,-0.449833100367736
Person_139,1.0223996925472558
Person_140,-1.4793569595221883
Person_141,0.4782932011128168
Person_142,2.3910615762864555
Person_143,-1.8755668398898078
Person_144,0.33215792341774203
Person_145,0.04631629800011249
Person_146,1.1062500208909327
Person_147,-2.102834731622713
Person_148,-1.7702829959075739
Person_149,0.7813772364635242
Person_150,0.33215792341774203
Person_151,0.4048716991366126
Person_152,0.7813772364635242
Person_153,-0.521923763349285
Person_154,0.4782932011128168
Person_155,0.4048716991366126
Person_156,-1.0519735195276776
Person_157,3.3443428250491105
Person_158,0.18843467592129082
Person_159,-1.5727173425299823
Person_160,0.6277085774219128
Person_161,-1.133137784442354
Person_162,1.6640015137335809
Person_163,1.1062500208909327
Person_164,-0.5946536188957771
Person_165,1.562826813541435
Person_166,0.6277085774219128
Person_167,1.3715136045554626
Person_168,3.6345387159888456
Person_169,-0.23623464228272179
Person_170,-1.2162116676075645
Person_171,-1.5727173425299823
Person_172,-1.2162116676075645
Person_173,-0.09497867695675488
Person_174,0.7813772364635242
Person_175,-0.16556171628478455
Person_176,1.1062500208909327
Person_177,-0.02438545833777203
Person_178,2.250535021425886
Person_179,-0.3070999057036082
Person_180,4.490108119393614
Person_181,0.9404340518660028
Person_182,-1.5727173425299823
Person_183,-1.3014261415043005
Person_184,0.8601530002438039
Person_185,-0.23623464228272179
Person_186,1.2805343144819257
Person_187,0.6277085774219128
Person_188,0.2600462208616109
Person_189,-0.894564113491931
Person_190,-3.0354196394752195
Person_191,-0.23623464228272179
Person_192,1.3715136045554626
Person_193,-0.09497867695675488
Person_194,-2.226906478793722
Person_195,0.33215792341774203
Person_196,0.33215792341774203
Person_197,-1.2162116676075645
Person_198,0.33215792341774203
Person_199,0.2600462208616109
Person_200,-1.2162116676075645
